時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,80,0,5,0,5,5,0,5
15,120,0,55,0,15,5,0,10
30,100,0,65,0,80,50,0,15
45,85,0,80,0,75,75,0,30
60,90,0,95,0,70,65,5,35
75,95,0,85,0,70,60,15,35
90,100,15,80,5,80,50,15,35
105,100,60,60,70,75,55,15,20
120,120,70,60,60,70,45,15,15
135,110,75,60,60,65,45,15,15
150,100,60,35,75,50,45,15,15
165,95,60,45,75,50,45,15,15
180,90,65,55,75,55,40,15,0
195,90,70,50,75,55,40,15,0
210,80,75,45,75,60,35,15,0
225,70,80,45,75,60,45,15,0
240,75,85,35,70,60,45,15,0
255,105,65,40,70,60,50,15,15
270,95,60,45,70,60,45,15,0
285,95,55,30,80,60,40,15,0
300,75,50,45,80,55,40,15,0
315,80,70,45,70,55,40,15,20
330,80,80,60,65,50,40,25,15
345,75,90,60,65,60,40,25,20
360,75,95,55,70,70,45,15,20
375,85,95,50,0,65,45,15,20
390,100,85,50,0,70,60,15,20
405,105,85,60,0,70,65,15,30
420,105,75,60,0,80,65,15,30
435,105,60,65,35,80,50,25,30
450,85,80,60,70,65,55,15,30
465,80,75,45,70,65,45,15,20
480,85,80,45,75,65,45,15,15
495,85,80,50,90,50,45,15,15
510,85,75,50,105,45,45,15,20
525,80,70,40,85,60,40,15,20
540,80,70,45,75,65,35,15,20
555,85,85,45,70,60,35,15,20
570,90,80,55,65,50,45,15,20
585,95,70,50,70,35,45,15,15
600,85,75,50,70,45,45,15,15
615,80,80,50,75,40,40,15,15
630,70,75,40,65,40,40,15,15
645,60,70,35,55,40,40,15,15
660,50,45,30,45,35,25,15,15
675,0,35,30,35,20,20,15,15
690,0,40,25,30,10,5,0,15
705,0,0,25,0,0,5,0,15
