時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,115,125,45,80,10,5,0,15
15,130,130,55,80,15,15,0,20
30,130,140,80,80,30,35,0,30
45,150,170,80,90,80,35,0,35
60,150,160,80,90,90,65,5,35
75,150,160,80,100,90,70,15,35
90,140,140,90,100,90,60,25,45
105,140,120,90,100,90,45,15,50
120,110,90,90,110,80,40,25,30
135,100,90,80,110,70,45,35,30
150,90,90,80,110,60,45,45,35
165,85,80,60,110,50,45,35,30
180,95,80,60,100,50,50,25,20
195,100,100,60,110,50,55,35,20
210,100,100,65,100,70,55,40,30
225,100,100,65,90,70,55,25,40
240,120,85,75,85,60,50,30,30
255,115,75,80,85,55,50,45,35
270,115,75,80,85,60,50,35,35
285,105,90,90,85,70,50,40,40
300,105,120,90,110,80,55,25,35
315,95,120,70,90,80,55,30,20
330,105,100,65,90,80,60,35,20
345,105,100,65,90,80,60,35,35
360,95,80,75,90,80,60,40,50
375,95,80,75,0,80,60,25,50
390,110,80,60,0,80,65,30,20
405,120,90,60,0,80,70,35,40
420,110,95,60,0,85,70,40,40
435,110,95,65,0,85,70,35,50
450,105,90,65,0,85,70,20,45
465,100,80,75,0,50,50,25,35
480,100,80,75,60,45,50,25,35
495,120,90,75,110,40,50,25,45
510,120,110,80,100,70,50,25,40
525,130,110,80,100,75,50,20,35
540,120,110,80,100,70,50,25,20
555,100,95,65,80,65,50,30,35
570,100,90,65,90,55,55,25,45
585,100,90,65,90,55,50,25,35
600,110,80,60,80,55,50,15,35
615,90,70,55,70,50,40,15,20
630,75,60,50,65,45,40,20,20
645,75,60,50,60,40,30,20,20
660,65,45,40,50,25,25,25,20
675,0,40,40,45,20,20,25,15
690,0,0,30,45,15,10,25,20
705,0,0,0,0,20,0,0,25
