時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,5,100,30,40,5,5,0,15
15,125,100,45,40,5,5,0,20
30,120,90,45,55,20,10,0,20
45,110,90,45,60,25,25,0,20
60,100,100,65,55,50,30,5,30
75,95,85,40,50,60,35,20,30
90,85,70,30,50,45,40,20,25
105,75,75,30,45,45,40,25,35
120,70,55,35,45,40,35,15,15
135,70,40,35,45,40,35,15,20
150,75,40,25,45,25,30,15,20
165,70,55,25,40,20,20,20,20
180,70,60,25,35,30,20,25,20
195,70,55,35,30,30,20,25,30
210,80,55,45,40,30,25,15,30
225,70,55,30,35,30,25,15,15
240,70,55,25,35,35,25,15,15
255,65,55,25,35,35,20,20,20
270,75,45,25,35,30,15,20,20
285,80,45,30,35,30,25,25,35
300,75,50,30,40,30,20,25,20
315,75,55,25,35,20,20,20,30
330,75,60,25,30,25,20,20,30
345,80,60,20,35,25,15,20,15
360,80,70,25,35,30,25,20,30
375,80,60,35,35,30,40,20,30
390,85,65,35,45,35,25,30,15
405,85,65,35,45,35,20,20,20
420,85,65,35,0,40,5,20,20
435,70,60,35,0,55,15,25,20
450,70,60,30,0,40,35,25,20
465,85,60,30,0,20,40,20,30
480,95,65,30,0,40,35,25,15
495,90,70,35,10,40,30,15,30
510,85,70,35,40,35,25,15,20
525,80,60,25,45,35,25,20,20
540,70,45,15,40,30,25,20,20
555,60,40,15,40,25,25,25,20
570,60,55,35,35,20,25,15,20
585,80,55,30,40,20,25,15,20
600,85,55,20,40,25,25,20,15
615,70,50,15,40,25,20,25,15
630,45,45,25,25,15,10,25,20
645,40,45,20,20,5,10,25,20
660,40,35,15,20,5,5,15,15
675,40,30,15,10,5,5,15,20
690,35,30,15,10,5,5,15,20
705,0,0,20,25,10,5,0,15
