時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,60,30,10,20,5,5,0,5
15,70,60,15,50,5,5,0,20
30,85,80,30,55,40,15,0,15
45,90,80,55,65,60,40,0,15
60,100,90,50,80,65,45,5,15
75,110,90,50,80,65,50,15,20
90,100,80,45,80,60,60,15,35
105,95,70,50,70,50,55,15,20
120,85,70,50,65,55,50,15,20
135,100,65,40,60,55,50,15,15
150,85,70,30,60,60,40,15,20
165,75,70,20,60,55,40,15,15
180,60,60,25,60,40,45,15,20
195,80,50,40,60,40,40,15,20
210,80,55,40,60,50,40,15,15
225,80,55,40,65,50,40,15,15
240,75,50,20,70,70,35,15,15
255,80,55,25,65,75,40,15,15
270,80,50,25,60,75,45,15,15
285,90,60,30,50,75,45,15,15
300,90,60,30,60,65,45,15,15
315,85,60,25,60,65,50,15,10
330,80,60,30,60,55,45,15,15
345,80,65,30,60,55,45,15,15
360,85,70,35,60,50,40,15,15
375,80,70,35,60,55,40,15,15
390,80,75,20,60,55,50,15,15
405,75,75,20,65,55,55,15,15
420,85,60,25,60,55,55,15,20
435,70,55,25,55,60,45,15,20
450,75,65,25,60,60,50,15,20
465,80,65,25,55,55,50,15,20
480,90,65,20,55,50,45,15,20
495,85,60,25,55,40,40,15,15
510,85,70,25,45,35,45,15,15
525,85,65,25,50,50,50,15,15
540,80,70,30,50,50,40,15,15
555,105,70,25,50,50,40,15,15
570,105,60,20,45,50,35,15,15
585,105,60,20,50,45,50,15,15
600,85,60,20,50,35,50,15,15
615,75,60,20,50,35,40,15,15
630,65,50,20,35,0,30,15,15
645,60,40,15,30,0,40,15,15
660,50,40,10,40,0,25,15,15
675,45,35,15,40,0,25,15,20
690,0,0,10,30,0,25,0,20
705,0,0,0,0,0,0,0,20
