時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,100,45,45,10,5,0,25
15,135,110,60,55,10,10,0,15
30,140,110,60,65,55,35,0,20
45,130,110,60,70,50,50,0,20
60,115,110,60,75,55,50,15,30
75,100,100,45,75,45,45,15,20
90,90,90,50,65,55,45,15,35
105,85,85,50,65,45,45,25,35
120,95,80,50,70,40,35,25,35
135,95,75,50,70,40,40,15,35
150,105,75,55,60,40,40,30,25
165,80,75,55,60,45,40,35,15
180,80,70,55,55,50,35,35,30
195,80,80,50,55,45,35,25,30
210,100,80,50,55,40,45,25,30
225,100,80,45,60,35,45,25,20
240,100,120,45,65,35,35,35,35
255,75,65,45,65,50,35,15,20
270,80,65,45,65,55,40,25,20
285,85,75,45,60,40,45,25,20
300,80,80,45,60,40,40,30,25
315,80,80,45,60,45,40,30,30
330,90,80,45,60,40,35,15,30
345,95,75,50,65,40,40,35,35
360,95,75,60,65,40,40,35,35
375,80,100,60,65,55,40,20,35
390,80,100,55,65,50,40,30,35
405,80,100,50,60,45,40,30,30
420,80,100,50,60,45,40,30,30
435,80,95,50,60,50,45,35,30
450,90,65,50,60,40,45,20,35
465,95,45,50,40,35,45,15,15
480,90,70,45,50,35,35,25,20
495,85,90,50,60,40,35,20,20
510,110,90,50,50,50,45,15,20
525,110,80,60,50,60,45,20,20
540,95,75,60,50,55,45,25,20
555,95,70,55,70,45,45,20,35
570,90,70,55,65,35,45,20,35
585,80,65,50,55,40,40,25,35
600,85,65,50,45,45,35,15,15
615,80,60,45,40,45,35,20,15
630,70,50,45,40,35,20,25,20
645,65,55,45,30,20,20,25,15
660,60,45,35,20,10,10,15,15
675,55,35,35,25,5,10,15,15
690,0,35,35,25,10,15,20,15
705,0,0,0,0,10,10,0,20
