時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,110,50,0,30,5,0,15
15,130,95,110,0,40,45,0,20
30,140,110,80,0,60,70,0,30
45,150,110,75,0,80,75,0,30
60,140,105,75,0,85,70,25,50
75,150,120,75,0,85,70,15,45
90,130,105,80,0,75,70,25,50
105,120,105,80,15,70,70,40,35
120,110,95,85,80,60,60,30,45
135,100,95,85,100,55,55,30,35
150,90,75,75,100,60,55,35,45
165,95,75,70,110,65,60,35,35
180,100,95,70,120,60,50,40,40
195,120,95,75,110,55,55,25,20
210,120,95,70,100,55,55,25,40
225,105,80,60,95,65,60,25,35
240,100,85,60,95,65,65,35,35
255,100,85,70,105,65,65,30,35
270,100,85,70,105,60,60,35,35
285,95,90,70,105,55,55,35,40
300,110,110,70,105,55,55,30,40
315,110,160,65,105,65,60,30,40
330,110,180,70,105,65,65,30,40
345,110,180,70,110,65,65,35,40
360,110,0,75,110,65,65,40,40
375,105,0,80,105,70,60,40,50
390,105,0,80,100,70,65,40,50
405,110,35,80,90,70,60,30,40
420,110,80,75,80,70,60,35,20
435,115,110,70,85,70,60,35,20
450,125,110,70,100,50,60,25,35
465,115,95,70,110,45,55,25,50
480,120,105,70,100,55,55,15,50
495,125,110,70,90,60,55,15,35
510,125,110,90,90,60,55,30,50
525,125,110,85,100,60,60,15,20
540,135,100,85,100,70,65,25,20
555,130,85,75,90,70,65,25,35
570,120,85,70,85,60,65,25,45
585,110,100,70,75,50,60,15,30
600,105,100,70,75,45,55,25,30
615,90,85,70,65,40,45,25,15
630,90,70,70,65,35,45,25,20
645,75,60,60,65,35,45,25,20
660,0,50,55,60,30,25,20,20
675,0,40,50,0,20,20,15,15
690,0,0,0,0,15,20,15,20
705,0,0,0,0,0,0,0,20
