時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,110,50,65,10,15,0,15
15,150,110,65,70,10,15,0,20
30,170,140,75,75,35,25,0,25
45,170,155,85,75,55,35,0,50
60,130,140,75,75,65,70,5,50
75,120,130,75,85,70,80,20,45
90,110,130,70,85,80,70,20,45
105,110,130,75,90,75,60,20,30
120,90,130,70,90,75,50,40,30
135,90,130,70,90,75,40,45,45
150,110,90,65,90,60,45,30,30
165,110,80,65,90,60,45,35,30
180,95,70,55,85,55,45,40,35
195,95,70,55,80,55,50,25,35
210,90,70,60,75,45,40,25,45
225,90,85,65,65,50,40,30,30
240,95,95,60,75,50,40,20,30
255,100,95,60,90,55,40,35,30
270,110,95,55,85,60,45,40,35
285,110,100,70,85,60,50,25,35
300,100,100,70,85,70,50,25,35
315,100,100,60,85,75,50,25,35
330,110,90,60,85,75,50,40,45
345,100,90,60,90,70,45,30,30
360,85,95,60,80,70,50,30,45
375,85,95,65,90,65,50,30,35
390,95,90,65,100,60,45,35,35
405,105,90,65,100,60,40,35,35
420,120,90,60,100,65,40,35,30
435,120,90,55,100,60,40,35,30
450,90,90,55,100,60,50,25,30
465,85,80,50,70,60,55,20,30
480,110,85,65,75,60,45,25,35
495,115,90,65,80,60,45,30,45
510,120,110,70,75,40,50,30,35
525,130,110,65,80,65,50,25,35
540,130,100,50,70,65,45,20,35
555,120,195,65,65,65,40,20,30
570,120,90,60,60,55,40,25,40
585,100,90,50,55,50,50,25,30
600,100,80,45,50,45,50,15,60
615,80,70,55,55,40,40,20,35
630,70,55,50,45,40,30,25,20
645,75,55,45,35,30,30,25,15
660,80,45,35,35,25,35,15,15
675,0,40,35,30,10,15,15,15
690,0,0,35,30,10,10,15,15
705,0,0,0,0,0,15,0,20
