時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,130,45,40,5,5,0,15
15,140,130,60,55,5,5,0,20
30,150,130,70,55,45,20,0,20
45,150,130,70,55,60,40,0,35
60,140,120,70,80,70,60,5,20
75,120,110,60,85,65,60,25,25
90,100,100,90,80,50,55,25,45
105,90,90,90,75,40,45,25,50
120,90,75,100,75,45,40,30,30
135,90,70,100,70,50,40,30,30
150,100,70,90,70,50,40,30,30
165,100,85,60,70,50,40,40,35
180,90,90,50,65,45,40,35,35
195,90,90,40,65,50,40,25,35
210,90,105,45,65,50,45,25,35
225,90,105,50,60,40,35,30,30
240,90,100,60,60,40,35,30,35
255,90,110,60,60,45,35,35,30
270,90,100,60,65,45,35,35,30
285,100,80,60,65,45,40,25,35
300,100,75,70,65,50,50,25,50
315,90,75,65,70,50,50,30,30
330,100,80,65,70,60,45,30,20
345,95,80,65,70,65,45,35,20
360,85,85,65,65,65,40,35,55
375,90,80,50,65,65,35,40,30
390,100,80,50,65,45,35,35,30
405,100,80,35,55,50,40,30,35
420,90,75,45,55,50,50,30,20
435,90,75,50,55,55,50,40,40
450,90,75,55,55,45,35,40,20
465,90,85,60,55,35,30,20,35
480,90,85,60,55,35,25,25,35
495,105,85,60,55,40,35,20,35
510,120,85,50,60,50,40,30,35
525,125,95,45,60,55,45,25,40
540,125,110,45,60,50,45,25,35
555,100,105,45,0,45,50,25,35
570,90,105,60,0,55,45,25,35
585,100,100,60,0,55,45,15,35
600,95,95,60,0,60,50,15,15
615,85,85,55,0,50,45,15,15
630,80,70,50,0,35,40,25,20
645,70,65,45,15,25,15,25,30
660,65,45,45,25,10,15,25,30
675,55,35,35,30,5,5,20,20
690,0,30,30,30,5,10,20,20
705,0,0,0,0,10,5,0,25
