時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,80,45,60,5,10,0,15
15,140,140,60,65,5,15,0,20
30,150,130,75,75,25,35,0,30
45,120,130,70,85,65,45,0,35
60,100,120,70,80,80,55,25,35
75,90,130,60,75,90,50,15,45
90,95,150,50,70,90,45,20,35
105,95,95,50,70,80,40,25,30
120,100,75,50,70,60,40,25,35
135,90,75,50,70,50,50,30,60
150,90,70,65,50,50,50,30,40
165,90,75,70,60,40,50,25,40
180,90,75,50,65,45,40,25,35
195,90,95,50,65,45,25,30,35
210,90,85,45,65,55,40,25,35
225,90,80,45,60,55,45,30,35
240,90,75,45,70,50,35,30,35
255,90,75,50,60,40,35,35,20
270,90,70,55,55,45,40,30,20
285,90,70,55,45,50,40,25,30
300,90,85,55,65,60,40,25,50
315,90,95,55,65,60,35,30,35
330,70,110,45,70,60,40,30,35
345,70,110,45,70,50,30,30,20
360,95,110,55,65,50,35,40,35
375,120,100,55,75,50,35,40,40
390,120,100,55,70,55,45,20,50
405,110,95,45,60,60,40,30,50
420,110,90,50,60,70,35,30,50
435,100,90,55,60,55,30,35,35
450,100,85,50,65,55,30,35,35
465,80,80,45,65,50,35,25,20
480,90,95,40,65,45,45,20,20
495,110,105,40,65,30,45,30,40
510,115,100,50,70,50,35,30,35
525,100,95,40,65,50,30,20,20
540,100,80,35,45,60,35,20,20
555,100,85,55,45,55,35,25,35
570,100,110,55,65,50,45,25,50
585,80,85,50,65,45,40,15,15
600,90,80,35,55,35,30,15,30
615,80,70,35,45,30,20,20,15
630,75,60,40,25,30,25,25,15
645,80,55,30,20,30,15,25,20
660,0,55,30,30,30,5,15,20
675,0,45,20,30,15,5,15,20
690,0,30,20,20,5,5,15,20
705,0,0,25,25,10,5,0,30
