時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,20,5,5,5,5,0,5
15,100,90,5,20,5,5,0,20
30,140,130,65,70,10,5,0,20
45,150,130,70,70,70,20,0,15
60,160,120,75,90,90,75,5,30
75,160,120,90,100,90,80,15,45
90,160,115,110,100,100,80,20,45
105,150,115,110,110,100,85,40,50
120,150,115,110,115,100,80,40,30
135,145,105,110,115,110,80,35,20
150,135,100,95,105,110,80,30,35
165,125,100,85,110,120,75,35,35
180,125,100,80,95,110,70,40,35
195,130,110,85,90,90,70,25,35
210,135,100,85,85,85,70,45,20
225,135,90,85,90,85,70,45,35
240,135,90,85,95,90,75,45,45
255,135,90,65,115,90,75,35,45
270,135,115,70,105,90,70,40,45
285,120,115,90,105,85,65,40,30
300,120,125,90,115,85,70,40,45
315,135,125,95,100,85,70,30,35
330,145,110,80,105,85,70,30,50
345,140,100,80,100,85,75,35,50
360,140,110,85,100,85,75,35,50
375,140,120,90,90,90,75,40,35
390,140,120,90,100,85,75,40,45
405,140,125,90,95,95,75,45,50
420,140,125,90,95,95,75,50,55
435,145,115,80,95,95,70,30,65
450,130,105,80,105,100,60,35,50
465,145,105,80,110,100,60,40,45
480,145,80,90,105,80,65,30,45
495,145,105,100,105,80,70,35,45
510,145,95,75,85,75,75,30,45
525,145,100,75,105,75,60,35,50
540,145,100,85,95,75,65,35,35
555,145,115,75,85,55,65,45,35
570,120,115,75,75,60,60,30,50
585,105,90,70,75,60,50,25,35
600,105,75,65,60,45,40,30,20
615,105,75,60,60,45,40,30,20
630,105,70,55,50,35,35,20,20
645,0,70,60,60,40,35,25,15
660,0,0,65,60,40,35,25,20
675,0,0,0,65,40,40,15,20
690,0,0,0,0,0,0,0,30
705,0,0,0,0,0,0,0,30
