時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,30,5,5,5,5,0,5
15,70,90,15,15,5,5,0,20
30,120,130,45,70,15,5,0,20
45,170,130,75,80,40,20,0,20
60,160,130,90,110,110,65,5,35
75,155,120,110,110,110,80,25,50
90,170,120,120,110,120,80,15,50
105,170,120,120,110,135,75,30,45
120,160,110,130,110,130,70,45,45
135,160,120,110,100,120,75,30,30
150,160,110,110,100,110,75,30,45
165,140,80,80,90,110,80,40,45
180,130,85,70,95,110,80,35,30
195,130,100,70,95,105,75,40,45
210,135,110,70,90,65,65,40,35
225,130,110,70,80,70,65,30,45
240,130,110,75,85,80,65,50,50
255,120,105,80,85,80,55,35,50
270,130,90,85,80,100,60,35,50
285,130,100,85,75,100,60,40,35
300,130,100,75,85,95,60,45,35
315,130,100,80,85,95,70,25,35
330,130,110,75,85,90,70,35,40
345,140,115,85,100,80,70,40,50
360,140,115,85,120,80,70,40,45
375,150,110,90,120,90,65,45,45
390,150,110,95,120,95,60,45,50
405,150,110,85,120,95,75,45,45
420,150,110,90,120,110,80,45,45
435,150,100,90,110,105,80,40,45
450,150,95,90,110,105,80,40,45
465,150,115,90,100,90,65,40,40
480,150,120,90,100,85,60,45,50
495,150,120,90,95,85,70,30,50
510,135,105,90,115,85,75,30,35
525,130,95,85,115,80,75,35,35
540,125,85,85,105,80,65,35,35
555,125,85,85,80,75,60,35,50
570,100,85,75,70,65,55,40,35
585,100,85,75,60,50,55,35,45
600,95,85,60,55,50,50,25,30
615,0,75,60,55,45,50,25,20
630,0,70,55,55,40,30,25,15
645,0,60,55,50,35,40,20,20
660,0,60,0,45,45,30,25,15
675,0,0,0,0,45,50,15,20
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,25
