時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,25,5,5,5,5,5,0,5
15,90,70,10,35,5,5,0,15
30,140,130,40,65,10,5,0,15
45,145,140,65,60,65,30,0,15
60,140,140,90,90,110,70,5,40
75,135,150,100,95,100,75,15,45
90,135,130,95,90,95,75,20,45
105,135,125,90,85,95,75,20,45
120,135,110,95,95,90,70,25,30
135,135,100,90,105,80,70,35,35
150,130,95,80,100,80,55,40,35
165,130,90,70,95,70,50,35,35
180,115,90,65,100,80,55,20,35
195,110,100,75,100,80,55,25,45
210,115,105,80,95,85,65,30,35
225,120,105,80,80,85,65,40,30
240,120,115,85,70,85,65,30,30
255,130,110,75,65,80,65,35,30
270,125,110,70,85,80,55,30,35
285,130,105,70,85,80,55,20,30
300,120,105,60,90,85,55,30,45
315,115,85,70,85,75,60,30,50
330,135,90,80,80,75,65,35,35
345,130,105,90,85,70,65,35,50
360,125,105,80,80,80,60,45,50
375,130,95,75,85,80,60,35,50
390,135,95,75,95,90,60,50,35
405,135,105,80,90,90,60,35,50
420,110,110,75,80,75,65,45,45
435,115,100,65,75,75,65,30,45
450,125,100,65,75,75,60,35,45
465,115,95,60,65,70,55,40,45
480,120,95,65,60,75,50,35,50
495,110,105,70,65,65,50,25,35
510,115,105,65,70,65,50,30,30
525,105,95,65,70,65,50,25,35
540,100,75,60,60,65,40,35,35
555,105,70,60,55,65,40,25,20
570,115,80,60,55,50,40,25,20
585,90,80,60,50,40,40,25,35
600,80,80,40,0,30,35,25,30
615,75,65,45,0,40,30,15,15
630,85,60,45,0,40,35,20,15
645,0,50,45,0,45,25,25,15
660,0,60,45,0,30,30,25,15
675,0,0,0,0,35,30,15,25
690,0,0,0,15,0,0,20,15
705,0,0,0,0,0,0,0,0
