時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,25,15,5,10,5,5,0,5
15,75,70,20,25,5,5,0,20
30,125,90,50,70,5,5,0,15
45,130,110,80,80,30,20,0,15
60,150,110,95,75,75,60,5,30
75,145,110,100,90,90,65,20,30
90,130,115,100,95,90,70,20,35
105,105,115,100,90,90,85,20,50
120,110,120,90,100,95,80,30,50
135,110,110,90,110,95,80,30,20
150,115,110,95,110,95,80,40,35
165,120,95,95,100,95,70,35,40
180,120,100,85,90,95,70,35,45
195,110,85,90,90,95,65,20,30
210,110,90,90,90,95,55,30,30
225,120,85,85,105,90,65,30,30
240,120,90,85,95,75,70,30,35
255,115,90,85,85,70,70,30,35
270,105,85,80,75,70,70,35,35
285,105,90,75,85,70,75,40,35
300,105,90,75,95,65,60,40,30
315,105,90,75,90,65,55,35,40
330,115,80,80,80,65,50,30,40
345,115,85,80,80,75,50,35,30
360,110,90,80,85,80,60,40,45
375,110,90,85,85,85,65,20,45
390,105,105,75,90,85,60,25,40
405,110,100,70,95,75,65,25,45
420,115,100,75,95,70,70,30,35
435,110,100,85,90,70,65,35,35
450,110,100,95,75,80,65,40,30
465,120,85,95,75,90,70,35,35
480,120,85,95,75,85,70,30,35
495,120,95,85,80,85,70,25,45
510,120,95,85,100,80,70,25,45
525,115,95,85,90,80,70,35,30
540,115,85,90,85,80,65,35,25
555,105,75,90,75,70,60,40,30
570,95,70,80,70,60,60,20,30
585,95,70,75,65,45,50,20,30
600,95,70,70,55,45,45,20,20
615,80,65,60,50,40,45,20,15
630,70,50,60,45,35,35,20,15
645,0,40,60,45,45,30,20,15
660,0,40,60,50,35,35,20,15
675,0,0,0,0,40,30,25,15
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,20
