時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,25,5,5,5,5,0,5
15,80,50,5,35,5,5,0,20
30,130,80,40,70,5,5,0,20
45,140,85,75,60,40,25,0,20
60,140,85,85,65,90,55,15,20
75,140,85,80,90,90,65,15,35
90,120,70,70,85,80,60,20,45
105,90,65,65,75,75,55,20,35
120,80,65,60,75,75,50,25,30
135,80,65,65,80,75,50,30,15
150,80,60,60,80,70,40,15,25
165,95,60,60,75,45,40,20,15
180,95,75,60,70,40,50,20,25
195,95,75,65,75,55,50,20,30
210,95,70,65,80,65,40,25,30
225,95,65,70,70,65,40,25,30
240,85,65,75,70,65,55,30,30
255,85,65,65,70,65,55,15,20
270,90,80,65,65,65,55,20,35
285,90,80,60,70,65,45,20,30
300,85,85,60,70,65,45,20,15
315,75,80,60,70,50,45,15,20
330,80,80,70,75,60,55,20,20
345,90,75,70,80,50,70,30,30
360,90,70,75,80,60,60,20,30
375,100,75,70,75,70,55,20,30
390,100,70,75,75,70,60,30,30
405,85,70,70,75,70,65,25,20
420,85,70,70,75,60,60,25,30
435,85,75,65,75,60,50,15,30
450,95,75,65,70,45,50,20,15
465,100,80,70,70,50,50,20,20
480,100,75,65,70,55,45,25,20
495,90,70,70,65,55,50,15,20
510,90,70,70,60,55,60,25,20
525,90,65,65,65,55,55,15,25
540,90,60,65,75,45,50,20,20
555,85,55,65,75,35,40,20,15
570,75,60,65,65,40,35,25,15
585,80,60,65,60,40,40,25,15
600,85,55,50,50,40,45,25,15
615,70,55,40,40,35,35,25,15
630,65,45,40,35,30,25,20,15
645,55,40,35,40,15,5,20,15
660,50,30,40,30,15,5,20,15
675,0,0,0,40,20,25,20,20
690,0,0,0,35,20,25,0,15
705,0,0,0,0,15,15,0,20
