時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,5,5,5,5,5,0,5
15,90,60,10,35,5,5,0,20
30,120,80,40,70,10,10,0,15
45,130,95,80,70,40,20,0,20
60,140,95,90,75,80,60,5,20
75,125,95,90,75,85,65,15,30
90,90,80,80,80,85,65,15,30
105,85,75,75,85,85,65,15,35
120,90,75,75,85,70,65,25,20
135,90,75,75,75,65,50,30,20
150,95,65,65,75,50,40,35,25
165,95,60,65,70,50,50,15,25
180,95,70,65,70,50,50,25,30
195,90,80,65,70,50,50,20,15
210,95,85,70,80,55,55,25,15
225,100,85,70,80,65,55,25,30
240,95,75,65,80,60,50,25,30
255,85,60,55,75,75,45,15,35
270,90,65,55,75,90,45,20,20
285,95,70,70,0,85,65,20,20
300,95,80,70,0,75,65,25,20
315,95,80,75,0,75,65,15,20
330,105,85,70,0,75,65,35,20
345,105,70,85,0,90,65,40,30
360,100,75,90,0,85,70,25,35
375,100,80,90,15,85,70,25,40
390,100,85,80,85,65,65,25,30
405,95,80,70,90,65,65,25,30
420,90,75,75,85,70,65,30,30
435,90,80,75,85,70,65,15,15
450,90,75,65,80,55,70,20,20
465,95,75,70,85,55,60,25,20
480,95,75,85,100,55,60,25,20
495,95,80,85,90,55,55,15,30
510,100,80,85,85,70,60,15,20
525,100,75,90,80,65,60,15,30
540,95,75,85,80,65,65,20,30
555,85,70,70,80,65,65,15,30
570,85,60,65,90,45,60,25,25
585,85,60,65,80,45,50,20,15
600,75,55,50,75,40,40,20,15
615,65,45,45,75,40,45,15,20
630,65,40,50,65,30,35,20,15
645,65,40,45,40,20,25,20,15
660,0,40,60,40,15,25,15,20
675,0,55,0,55,25,25,15,20
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,15
