時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,10,5,0,5,5,0,5
15,50,10,5,0,5,5,0,15
30,70,45,30,0,5,5,0,15
45,80,60,30,15,10,5,0,15
60,70,65,40,50,25,10,5,15
75,95,65,50,55,35,20,15,15
90,90,70,50,60,40,50,20,15
105,90,70,50,60,55,40,20,25
120,100,70,45,65,50,50,25,30
135,105,70,45,65,60,50,15,15
150,105,55,50,65,55,50,15,30
165,110,55,60,65,55,45,15,35
180,100,55,60,65,55,50,20,20
195,95,60,60,60,60,50,25,35
210,95,65,50,50,60,55,25,30
225,90,65,50,45,60,55,30,30
240,75,70,40,65,60,55,30,15
255,85,65,60,60,65,55,15,30
270,90,65,65,60,65,45,20,15
285,90,60,65,60,65,50,25,15
300,85,55,55,60,65,55,25,30
315,80,60,50,55,40,55,25,15
330,95,65,40,60,60,50,15,20
345,100,75,40,65,65,55,25,20
360,100,75,70,65,70,60,35,20
375,0,0,0,0,0,0,0,0
390,90,75,70,65,75,60,25,20
405,85,70,70,65,70,60,25,35
420,90,65,70,70,65,60,25,20
435,95,65,75,70,55,60,25,15
450,100,65,40,70,50,55,20,15
465,100,75,40,65,45,55,20,15
480,80,65,55,65,45,55,25,25
495,85,70,70,60,50,50,15,20
510,90,65,70,55,50,45,15,15
525,95,65,60,60,60,45,15,15
540,105,65,65,65,55,45,25,15
555,105,65,60,65,55,60,20,15
570,95,60,60,65,40,60,25,20
585,90,65,50,50,40,45,15,20
600,80,65,40,40,35,40,15,20
615,80,50,40,40,40,40,15,20
630,65,45,40,40,20,30,20,20
645,60,35,35,30,15,25,15,20
660,0,35,45,35,15,25,25,20
675,0,60,60,40,25,25,15,15
690,0,0,0,35,35,0,0,20
705,0,0,0,0,0,0,0,25
