時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,30,5,5,5,5,0,5
15,90,90,10,25,5,5,0,15
30,130,110,30,70,5,5,0,15
45,130,110,60,80,30,15,0,25
60,140,105,95,80,90,65,15,30
75,140,110,110,90,95,80,15,45
90,130,120,100,100,115,80,20,60
105,125,130,90,110,110,70,25,50
120,120,120,95,115,105,70,30,30
135,120,105,100,115,100,70,30,15
150,125,105,95,100,85,55,30,30
165,125,80,80,85,85,55,35,20
180,125,75,70,85,80,60,35,35
195,115,105,70,80,80,60,40,40
210,110,110,70,80,80,60,25,20
225,105,110,65,80,85,50,30,40
240,115,110,75,85,85,50,30,45
255,120,110,75,85,80,50,35,45
270,130,90,70,70,80,50,35,40
285,130,90,65,80,65,50,40,50
300,115,90,70,85,65,50,45,35
315,110,90,75,80,70,55,30,30
330,120,95,65,80,80,65,35,30
345,115,95,70,75,75,65,35,50
360,115,100,80,75,75,70,35,50
375,115,100,75,80,90,50,40,50
390,120,95,75,90,95,55,30,35
405,125,95,70,90,95,60,40,40
420,125,90,65,85,95,65,35,50
435,125,115,50,75,90,70,45,45
450,130,110,65,75,85,60,40,35
465,130,105,75,75,75,55,25,35
480,130,105,75,75,65,70,25,45
495,125,110,85,75,70,70,45,45
510,130,110,75,70,80,70,35,50
525,125,90,80,70,80,50,40,35
540,125,80,80,70,70,45,35,35
555,120,80,70,70,65,50,35,35
570,115,85,65,70,60,50,30,35
585,90,85,65,55,50,55,35,35
600,90,80,55,45,40,40,35,35
615,90,80,55,40,35,35,35,20
630,0,55,40,40,30,20,35,20
645,0,60,45,40,45,20,35,15
660,0,55,55,40,35,30,35,20
675,0,0,0,55,40,30,35,25
690,0,0,0,0,0,40,0,35
705,0,0,0,0,0,40,0,20
