時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,150,140,40,45,10,0,0,20
30,120,160,0,65,25,0,0,20
45,130,120,0,75,40,0,0,35
60,130,115,0,85,60,0,0,30
75,130,110,0,85,65,0,15,30
90,130,110,15,85,70,0,20,30
105,130,105,55,85,65,0,25,30
120,120,105,65,85,60,0,15,35
135,105,105,65,75,60,0,25,35
150,110,95,65,75,60,0,15,35
165,110,85,65,0,40,0,15,35
180,110,75,65,0,45,0,20,35
195,110,90,60,0,45,0,15,45
210,100,100,40,0,45,0,25,30
225,100,110,40,20,55,0,35,35
240,120,115,45,70,55,0,40,35
255,140,130,45,75,55,0,35,40
270,0,0,0,0,0,0,0,0
285,130,140,80,100,40,0,25,40
300,130,120,85,95,40,0,25,35
315,130,140,85,95,50,0,25,45
330,130,140,85,95,55,0,30,50
345,135,100,70,90,55,0,35,35
360,135,100,60,85,55,0,35,40
375,135,100,55,80,55,0,40,40
390,135,100,55,75,50,0,25,40
405,135,105,60,75,50,0,35,45
420,120,110,50,70,45,0,35,35
435,120,110,45,70,40,0,20,35
450,125,115,45,75,40,0,20,35
465,135,115,45,75,45,0,45,40
480,0,0,0,0,0,0,0,0
495,135,125,45,80,40,0,30,40
510,135,120,40,75,40,0,30,35
525,120,120,30,75,40,0,20,40
540,110,115,35,70,35,0,20,35
555,110,105,35,65,30,0,25,35
570,105,90,35,55,20,0,15,35
585,105,75,35,45,25,0,20,20
600,105,75,35,35,25,0,15,20
615,100,65,20,35,20,0,15,20
630,90,60,15,35,5,0,20,15
645,80,60,15,35,5,0,10,15
660,0,0,35,60,5,0,15,15
675,0,0,40,0,10,0,20,25
690,0,0,35,0,25,0,25,35
705,0,0,30,0,15,0,0,15
