時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,15,10,0,0,5,0,10
15,80,45,20,0,0,5,0,15
30,105,80,50,5,0,5,0,20
45,105,85,60,45,0,15,0,20
60,95,70,65,80,0,40,10,45
75,105,70,65,65,10,50,15,35
90,90,60,60,60,60,40,20,35
105,80,55,50,60,80,35,20,35
120,70,65,45,60,50,45,20,20
135,65,65,45,55,40,35,30,15
150,80,55,50,55,50,40,15,20
165,90,45,50,50,45,40,15,15
180,90,50,50,50,30,40,20,15
195,90,55,60,50,55,35,25,30
210,80,55,60,55,55,40,15,15
225,80,50,60,55,50,45,15,30
240,75,50,55,60,50,45,15,30
255,75,50,60,60,45,45,20,20
270,75,55,60,50,45,40,20,20
285,80,55,60,50,45,40,20,20
300,85,50,50,50,50,45,25,20
315,90,50,45,60,65,55,15,20
330,90,55,50,60,60,50,15,10
345,80,60,55,60,45,50,25,15
360,80,60,65,55,50,30,20,20
375,80,60,60,50,50,45,25,25
390,65,55,55,50,50,55,25,15
405,65,50,55,40,50,60,15,15
420,80,55,55,40,45,50,20,15
435,95,55,45,50,45,50,15,15
450,95,45,35,55,50,35,20,15
465,100,50,60,55,50,40,25,15
480,85,55,60,45,55,40,25,15
495,85,55,60,45,50,35,15,20
510,85,50,60,50,45,40,15,15
525,80,45,60,50,35,45,15,20
540,70,45,45,45,45,45,20,20
555,60,45,40,40,45,40,20,20
570,55,45,40,35,35,35,25,20
585,60,45,40,30,25,35,25,20
600,60,35,35,30,25,25,20,20
615,55,35,35,30,20,20,20,20
630,45,25,35,20,10,5,20,20
645,55,35,40,20,15,10,25,20
660,60,50,55,35,15,25,25,20
675,50,45,45,30,25,30,25,20
690,0,35,0,25,30,15,0,15
705,0,35,0,20,15,5,0,20
