時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,200,130,35,45,5,0,0,15
30,180,130,25,55,25,0,0,15
45,155,115,35,60,40,0,0,20
60,155,100,50,55,45,0,0,15
75,145,100,60,55,50,0,15,35
90,145,100,45,60,45,0,25,35
105,140,100,45,50,45,0,25,30
120,135,100,45,50,45,0,25,20
135,115,110,40,50,40,0,15,15
150,115,95,30,55,40,0,15,30
165,125,95,30,55,40,0,20,15
180,125,95,25,55,40,0,20,15
195,135,85,40,50,45,0,25,20
210,140,85,40,55,45,0,25,20
225,140,90,40,60,45,0,15,35
240,140,90,40,60,45,0,15,30
255,110,95,30,45,45,0,15,30
270,95,100,30,45,45,0,15,30
285,105,100,30,55,45,0,20,30
300,110,90,30,60,40,0,20,30
315,110,90,30,60,40,0,25,35
330,100,85,30,65,45,0,30,35
345,100,85,30,65,45,0,20,35
360,110,120,30,50,40,0,25,30
375,110,120,30,50,40,0,25,35
390,115,120,30,50,40,0,30,30
405,115,120,35,55,40,0,20,35
420,125,105,35,50,35,0,20,35
435,135,100,30,45,35,0,20,30
450,130,110,30,50,40,0,20,40
465,130,110,20,50,40,0,20,30
480,130,110,20,45,35,0,20,30
495,120,110,35,45,35,0,15,30
510,110,100,30,45,35,0,20,35
525,100,100,20,50,30,0,20,35
540,85,80,20,40,30,0,20,30
555,90,80,20,40,30,0,20,20
570,105,70,25,40,25,0,20,35
585,95,50,20,40,20,0,20,15
600,95,40,15,40,15,0,20,15
615,90,40,15,35,10,0,20,15
630,80,45,15,20,5,0,20,15
645,65,50,15,20,5,0,25,15
660,0,0,30,40,5,0,15,15
675,0,0,35,35,20,0,15,20
690,0,0,25,25,20,0,15,20
705,0,0,25,25,15,0,0,20
