時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,20,20,5,5,5,5,0,5
15,70,70,20,20,5,5,0,20
30,140,110,35,60,5,5,0,20
45,145,135,75,75,50,15,0,20
60,150,115,80,85,80,25,5,20
75,140,115,90,90,80,90,25,50
90,140,100,105,95,80,90,20,50
105,130,100,95,95,95,80,20,45
120,125,110,95,95,90,65,30,20
135,120,100,95,105,90,60,30,35
150,115,95,75,105,80,50,30,25
165,105,95,75,110,75,50,30,30
180,105,85,75,110,75,50,35,40
195,110,90,80,95,90,50,40,40
210,120,90,80,85,95,55,30,35
225,130,90,80,95,85,70,30,25
240,130,85,80,95,80,70,30,30
255,120,85,80,95,80,60,35,45
270,110,95,85,80,80,60,20,35
285,115,95,70,80,90,65,40,35
300,115,95,75,85,90,60,45,35
315,110,95,75,85,80,60,30,20
330,0,0,0,0,0,0,0,0
345,120,100,80,80,65,60,30,35
360,120,100,80,80,75,60,35,35
375,125,100,80,85,75,65,30,50
390,115,100,75,90,90,65,25,45
405,110,95,75,90,95,70,45,45
420,110,90,85,80,90,70,45,45
435,110,85,80,75,110,55,50,45
450,125,100,75,80,100,55,35,30
465,115,100,75,80,85,55,20,35
480,115,110,85,80,75,60,25,40
495,120,110,80,75,75,60,30,30
510,120,105,80,80,75,65,35,50
525,120,105,80,80,85,55,45,50
540,115,90,80,75,85,60,40,30
555,110,80,80,70,80,60,20,20
570,115,75,70,70,55,55,25,20
585,105,85,55,60,40,45,25,20
600,100,75,50,45,45,35,15,20
615,95,70,50,40,45,35,15,20
630,90,65,50,45,55,30,25,20
645,85,55,50,45,45,25,20,15
660,0,50,60,45,30,25,25,15
675,0,0,0,55,45,30,25,20
690,0,0,0,0,0,30,0,25
705,0,0,0,0,0,30,0,15
