時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,35,30,5,10,5,5,0,10
15,110,100,5,40,5,5,0,20
30,120,120,60,70,15,10,0,15
45,140,110,75,70,60,25,0,20
60,155,100,70,70,80,55,25,20
75,155,110,85,90,80,60,10,35
90,130,100,95,110,75,55,15,35
105,120,95,105,115,75,55,20,35
120,110,95,90,110,90,70,15,40
135,100,95,90,95,90,75,30,15
150,100,85,85,85,75,70,30,35
165,100,80,80,85,70,65,35,35
180,95,75,85,85,65,65,35,20
195,100,85,85,85,60,60,25,30
210,100,95,80,80,80,60,20,20
225,105,95,85,70,80,55,30,30
240,100,85,75,80,75,55,30,30
255,100,75,65,85,65,55,35,30
270,100,75,75,80,60,50,35,30
285,90,70,75,70,60,45,25,20
300,90,75,80,70,60,50,25,35
315,90,70,75,65,60,50,15,20
330,90,75,75,75,50,50,25,15
345,85,70,75,75,50,50,20,20
360,85,80,75,75,60,50,25,30
375,105,110,60,75,65,50,25,30
390,110,105,65,80,65,50,25,25
405,115,105,70,80,65,50,25,25
420,100,95,75,75,70,50,35,35
435,100,95,75,80,70,45,35,30
450,90,85,70,85,70,50,15,30
465,85,75,70,85,70,55,25,30
480,100,70,70,80,65,65,25,25
495,110,70,70,70,60,55,30,30
510,105,90,70,65,60,50,30,35
525,105,95,70,70,65,45,15,20
540,105,95,70,65,55,50,20,20
555,100,95,70,70,45,45,30,20
570,85,85,65,65,35,45,15,20
585,85,80,55,55,50,50,15,20
600,80,50,50,45,40,45,15,20
615,70,30,45,40,35,40,25,20
630,70,40,35,40,25,30,15,15
645,65,40,35,40,15,10,20,15
660,65,50,45,40,10,5,25,20
675,0,0,0,55,30,35,15,15
690,0,0,0,40,0,40,0,20
705,0,0,0,0,0,40,0,25
