時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,100,5,70,15,15,0,5
15,170,110,75,80,40,35,0,20
30,150,110,80,85,50,50,0,30
45,150,95,75,75,55,60,0,20
60,130,90,65,70,65,55,5,35
75,110,85,55,65,65,55,20,20
90,90,80,50,80,65,45,20,20
105,80,80,60,75,60,40,20,20
120,80,70,55,65,50,45,25,20
135,80,70,55,70,50,45,20,20
150,85,70,45,70,60,50,20,25
165,95,65,55,65,60,45,20,30
180,100,65,65,65,55,50,15,30
195,90,75,75,70,45,50,20,30
210,85,85,75,75,60,50,25,30
225,85,75,75,85,65,45,30,30
240,85,75,60,75,65,45,30,15
255,85,65,55,75,65,50,15,15
270,85,80,60,70,45,50,20,20
285,85,80,60,70,45,55,25,20
300,85,75,55,70,60,50,25,20
315,85,75,55,70,55,55,15,20
330,90,70,65,70,55,55,15,20
345,80,70,75,75,60,55,20,20
360,85,90,110,80,60,55,25,35
375,90,90,110,70,60,50,15,20
390,90,90,110,70,65,55,25,20
405,90,75,90,65,65,55,30,20
420,85,70,65,70,55,45,25,25
435,90,65,65,70,55,50,20,15
450,90,55,65,70,55,50,20,15
465,85,65,65,70,50,45,20,15
480,85,70,65,60,50,50,25,30
495,85,70,65,60,55,55,25,20
510,85,70,60,40,55,55,25,15
525,80,60,55,40,40,55,20,20
540,80,55,60,60,40,50,15,15
555,75,45,60,50,45,40,20,20
570,65,55,55,40,45,40,25,20
585,65,55,60,35,40,40,15,20
600,65,50,50,40,30,35,15,20
615,70,50,50,45,25,35,20,20
630,60,45,35,35,20,15,25,20
645,50,35,35,25,5,15,20,20
660,50,45,50,30,5,10,15,20
675,0,60,0,35,10,15,25,20
690,0,0,0,30,20,25,0,20
705,0,0,0,0,0,0,0,15
