時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,5,5,0,5,5,0,5
15,80,60,15,20,5,5,0,20
30,110,80,50,60,5,5,0,20
45,115,85,55,65,30,10,0,20
60,135,80,65,70,60,50,5,20
75,120,90,65,75,60,60,15,35
90,115,75,60,65,70,50,15,35
105,105,75,60,75,70,45,20,20
120,90,75,60,75,65,55,25,30
135,85,75,60,75,65,55,15,20
150,90,70,60,60,65,50,15,20
165,95,65,55,60,50,45,20,25
180,95,65,55,65,50,45,20,25
195,110,65,55,75,50,45,20,30
210,100,70,55,75,55,40,25,30
225,90,60,55,65,55,50,25,25
240,80,70,55,65,50,55,30,25
255,75,70,50,65,55,50,20,20
270,85,70,55,60,45,45,15,20
285,90,70,55,65,65,45,20,15
300,85,65,60,65,70,50,25,25
315,85,0,55,65,65,55,25,15
330,100,0,60,70,50,55,15,35
345,110,0,65,70,50,55,35,20
360,105,0,70,70,60,55,15,35
375,110,0,70,65,65,60,20,40
390,105,50,70,65,75,55,20,30
405,85,60,55,70,75,50,35,25
420,85,65,45,70,75,50,30,15
435,85,65,50,55,65,45,25,15
450,85,75,50,60,50,45,15,15
465,85,80,55,65,45,50,20,15
480,95,80,55,70,50,45,25,30
495,95,70,55,55,50,45,25,25
510,100,70,55,55,50,45,20,15
525,95,70,55,50,45,50,20,20
540,90,80,55,50,40,50,30,20
555,85,80,55,55,45,40,25,20
570,75,70,60,50,45,35,20,20
585,80,60,50,50,45,45,20,20
600,85,50,40,45,25,40,20,20
615,75,45,35,40,15,20,20,15
630,65,45,35,35,10,20,20,15
645,65,35,40,30,10,10,20,20
660,65,30,40,30,5,15,20,15
675,0,0,0,40,15,20,20,15
690,0,0,0,0,25,25,15,20
705,0,0,0,0,20,0,0,20
