時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,25,10,0,5,5,0,15
15,80,40,10,0,5,5,0,15
30,95,90,20,0,5,5,0,15
45,110,120,75,0,15,10,0,15
60,135,90,85,0,60,20,5,30
75,125,90,85,15,80,50,15,45
90,95,80,75,70,80,45,20,35
105,95,65,60,55,70,45,25,35
120,90,70,40,70,60,45,15,20
135,90,65,40,70,50,45,25,20
150,70,60,40,60,40,45,15,20
165,70,60,45,50,35,45,15,20
180,80,60,55,55,40,35,20,20
195,80,65,55,60,40,25,25,20
210,85,50,55,60,55,40,25,20
225,90,50,50,60,60,40,15,20
240,90,60,40,0,65,50,15,20
255,80,60,40,0,60,50,20,25
270,80,65,60,0,50,55,15,30
285,90,65,60,0,45,50,20,15
300,85,60,55,0,70,50,25,30
315,90,60,55,50,70,50,20,15
330,100,60,55,80,80,50,20,15
345,100,65,50,80,70,50,15,15
360,85,65,45,65,60,50,20,30
375,80,70,60,60,55,45,20,20
390,85,75,60,60,55,45,20,15
405,75,65,50,70,45,50,25,20
420,75,60,50,70,45,50,15,20
435,75,55,45,70,50,45,15,20
450,80,60,45,70,50,50,20,20
465,85,60,40,70,45,50,20,20
480,80,60,40,65,45,45,25,20
495,80,60,50,65,45,40,15,15
510,80,65,60,65,55,40,15,15
525,80,60,60,60,55,40,15,15
540,75,55,50,60,45,50,20,10
555,75,55,40,60,45,40,25,15
570,75,50,40,60,35,40,25,30
585,75,45,35,55,35,40,15,20
600,70,40,30,45,25,30,15,20
615,65,35,25,45,10,10,20,20
630,55,30,20,40,5,5,20,20
645,50,30,25,35,5,15,25,20
660,55,50,40,50,10,15,25,15
675,50,45,40,45,25,25,15,15
690,0,40,30,30,10,25,0,15
705,0,0,25,20,5,0,0,20
