時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,5,15,5,0,5,5,0,5
15,80,45,10,0,5,0,0,5
30,100,75,50,5,20,0,0,15
45,100,80,60,25,35,5,0,20
60,100,80,60,80,50,20,5,15
75,100,60,65,75,50,50,20,20
90,100,50,60,75,55,60,20,20
105,80,50,60,70,55,60,25,20
120,80,60,50,65,55,50,25,15
135,65,60,45,60,55,45,15,20
150,65,50,40,60,50,30,25,20
165,60,45,35,60,50,20,20,15
180,70,45,55,55,40,20,20,15
195,80,50,55,45,35,45,20,15
210,80,50,55,55,40,25,20,20
225,80,50,40,55,40,20,15,15
240,70,45,35,60,45,45,15,15
255,65,40,45,50,45,35,20,15
270,60,50,55,50,45,35,15,15
285,70,60,55,45,45,35,25,30
300,75,55,45,50,45,25,25,15
315,70,50,45,50,45,40,15,15
330,65,45,45,50,35,35,15,20
345,65,45,40,50,35,30,20,20
360,65,55,45,45,55,30,20,20
375,60,55,45,40,50,25,20,20
390,55,55,45,40,50,25,30,25
405,70,55,50,45,40,25,25,20
420,70,55,45,45,30,25,15,15
435,60,50,40,45,35,30,25,15
450,55,45,40,45,45,35,25,15
465,60,55,40,45,45,30,20,20
480,60,50,45,45,40,30,15,15
495,65,50,45,40,30,30,25,15
510,65,50,40,40,25,25,25,15
525,60,45,35,40,40,25,20,20
540,55,40,35,40,45,25,20,20
555,45,40,45,40,40,25,20,15
570,45,40,45,40,35,25,25,20
585,50,40,40,35,25,25,25,20
600,55,35,35,30,25,10,15,20
615,40,30,25,25,20,5,15,20
630,30,25,25,15,15,5,20,15
645,40,30,30,15,10,5,25,20
660,45,40,45,30,10,5,25,15
675,45,35,35,15,10,5,25,20
690,35,30,35,15,5,5,15,15
705,20,20,25,15,5,5,0,0
