時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,190,140,60,0,50,30,0,30
30,170,140,70,0,75,55,0,20
45,160,150,75,0,75,65,0,40
60,170,150,75,0,75,65,0,50
75,125,130,75,0,75,65,15,50
90,125,120,85,90,70,65,20,35
105,135,120,85,110,60,55,25,35
120,130,110,75,70,60,55,25,35
135,125,105,65,80,60,55,15,15
150,120,90,55,80,70,50,15,40
165,115,90,50,90,60,50,20,20
180,120,100,45,85,55,50,15,35
195,105,100,45,85,45,45,20,35
210,105,100,75,85,45,40,20,35
225,125,100,75,80,55,40,15,35
240,125,95,50,80,55,40,15,35
255,125,100,40,70,50,45,20,40
270,125,105,45,85,50,50,20,20
285,110,110,55,90,50,50,20,20
300,120,100,55,100,50,50,25,20
315,120,100,50,90,50,50,30,35
330,110,110,45,90,50,50,35,35
345,110,110,45,90,50,50,25,35
360,110,110,60,90,45,45,25,35
375,115,100,50,90,50,45,25,40
390,115,90,45,75,50,45,25,40
405,100,90,80,75,45,45,30,20
420,105,90,80,80,45,45,15,40
435,105,105,65,80,40,45,15,50
450,110,100,55,90,45,45,15,40
465,115,100,45,90,40,40,40,35
480,115,100,55,75,45,40,20,15
495,115,100,40,70,40,40,25,35
510,110,95,35,65,35,35,15,35
525,110,95,40,65,30,40,15,20
540,100,90,40,70,30,35,20,20
555,95,80,35,65,30,35,25,20
570,100,80,35,55,30,35,25,30
585,115,70,35,50,25,30,15,15
600,100,65,30,45,15,20,15,15
615,90,65,30,45,15,20,15,15
630,85,60,25,30,5,15,20,15
645,65,50,15,35,5,10,25,15
660,0,50,40,50,5,15,25,15
675,0,60,40,50,20,15,15,20
690,0,0,30,45,15,20,15,20
705,0,0,20,25,10,15,0,25
