時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,95,85,25,30,5,5,0,20
30,100,75,25,40,5,10,0,20
45,120,80,30,45,20,15,0,20
60,150,90,35,55,30,20,0,20
75,150,90,35,50,40,20,15,30
90,140,85,35,45,35,25,15,20
105,130,90,35,45,45,25,25,30
120,120,90,35,45,45,30,15,30
135,110,80,30,45,40,30,15,20
150,95,70,30,45,35,30,15,30
165,95,60,30,45,45,30,20,20
180,100,55,30,45,45,30,20,20
195,100,55,30,50,40,30,25,15
210,110,70,30,55,40,30,25,15
225,110,80,25,45,40,30,15,30
240,100,85,25,45,40,30,15,30
255,110,85,25,45,45,30,15,15
270,110,75,30,45,45,30,20,30
285,95,70,30,50,40,35,25,20
300,95,70,20,55,45,35,25,20
315,100,70,20,55,35,35,30,35
330,110,75,20,50,55,35,30,20
345,105,75,20,50,50,35,25,30
360,95,80,25,40,45,40,20,30
375,95,75,25,35,30,30,25,30
390,100,70,25,45,30,25,25,30
405,100,60,25,45,35,25,25,20
420,110,65,20,45,35,30,30,20
435,110,70,15,45,30,30,15,35
450,105,65,20,50,50,25,15,30
465,0,0,0,0,0,0,0,0
480,100,65,15,40,35,30,30,30
495,100,65,20,40,35,30,25,30
510,105,70,25,45,25,30,25,15
525,105,70,20,45,25,25,25,20
540,105,65,20,45,25,20,25,20
555,95,55,15,25,25,20,25,20
570,95,55,15,25,20,20,25,30
585,90,55,15,30,20,20,15,20
600,90,45,10,30,5,20,15,15
615,80,40,10,25,5,15,15,15
630,75,30,10,25,5,5,20,15
645,60,40,10,15,5,5,25,20
660,0,0,25,30,5,5,15,0
675,0,0,30,35,15,5,15,0
690,0,0,0,0,0,0,0,0
705,0,0,5,15,5,10,0,0
