時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,5,5,5,5,5,0,5
15,85,5,10,25,5,5,0,20
30,115,100,40,110,5,5,0,15
45,115,85,75,90,30,20,0,20
60,120,70,80,0,90,60,5,20
75,125,65,70,0,90,65,15,35
90,120,65,65,0,90,70,15,35
105,110,70,65,0,65,65,15,30
120,90,75,70,30,70,55,25,15
135,80,80,65,40,65,50,25,15
150,80,75,60,70,50,40,15,35
165,80,65,55,65,50,35,15,30
180,85,65,60,70,60,35,15,20
195,85,60,55,65,60,50,20,20
210,85,70,55,65,60,45,25,15
225,85,70,55,65,65,45,15,20
240,85,60,60,65,65,45,15,20
255,85,50,60,75,60,45,20,20
270,90,50,60,75,55,45,20,20
285,75,60,55,75,55,40,25,15
300,75,65,55,75,40,40,25,15
315,75,70,55,75,35,40,25,15
330,85,65,60,75,65,55,25,15
345,100,65,65,75,70,55,15,30
360,100,65,65,70,65,60,15,15
375,85,65,65,70,65,55,20,15
390,80,70,65,70,65,50,25,15
405,80,70,60,70,65,35,30,20
420,70,65,60,75,55,50,15,20
435,75,65,40,75,50,50,20,20
450,90,60,40,75,50,50,25,20
465,90,60,55,80,50,50,25,15
480,90,65,60,75,55,50,25,20
495,85,70,60,65,55,45,15,15
510,85,70,60,65,50,45,15,15
525,85,70,60,65,50,45,20,15
540,75,55,55,65,45,30,20,15
555,75,50,45,75,45,35,20,20
570,70,50,45,80,40,35,25,20
585,70,50,45,70,35,40,15,20
600,70,45,45,55,35,30,15,20
615,70,40,45,50,25,15,20,20
630,60,30,30,40,10,5,20,20
645,60,30,35,40,10,5,15,20
660,60,70,60,50,25,20,15,20
675,0,50,55,45,35,35,15,20
690,0,40,40,35,25,20,0,20
705,0,30,0,0,10,10,0,20
