時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,40,5,20,5,5,5,0,15
15,100,5,20,30,5,5,0,20
30,130,135,40,55,10,5,0,15
45,135,130,70,80,60,40,0,15
60,140,130,95,100,75,65,15,35
75,125,120,95,85,80,65,15,35
90,115,100,80,65,80,65,15,45
105,110,100,70,65,75,70,25,35
120,110,95,65,70,75,70,25,35
135,90,90,65,75,75,60,15,30
150,90,90,45,70,70,40,40,45
165,95,80,45,65,60,40,40,30
180,95,75,45,65,60,45,20,30
195,95,80,50,65,60,50,25,30
210,105,85,60,65,50,45,25,15
225,115,85,60,55,40,45,15,30
240,95,80,60,50,60,45,30,35
255,95,80,60,60,60,45,15,20
270,95,85,55,60,60,50,15,20
285,100,85,55,60,50,50,25,20
300,105,85,45,60,60,45,25,20
315,100,85,45,55,70,45,15,15
330,90,90,45,55,65,45,15,30
345,85,90,55,60,65,60,20,40
360,85,100,55,60,65,60,20,30
375,100,100,60,60,65,55,25,30
390,110,105,65,75,65,55,25,45
405,110,105,65,70,65,45,25,50
420,105,100,55,55,60,55,35,35
435,100,100,60,55,55,55,35,35
450,100,90,60,55,50,55,20,50
465,95,90,50,60,50,60,20,35
480,95,95,40,60,60,55,25,35
495,95,85,55,55,60,55,30,40
510,100,95,50,55,65,55,20,40
525,100,95,55,55,60,50,20,30
540,100,95,55,60,60,45,25,30
555,95,90,45,55,50,45,25,25
570,90,70,45,50,25,40,25,30
585,85,60,45,45,25,40,20,15
600,85,60,30,35,40,25,15,15
615,80,45,35,25,35,20,15,15
630,75,45,35,35,20,5,20,15
645,65,40,40,40,5,5,25,15
660,65,60,45,45,25,5,25,15
675,0,0,45,40,25,10,15,20
690,0,0,0,30,15,15,0,20
705,0,0,0,0,10,5,0,20
