時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,20,10,5,0,5,0,10
15,90,75,20,40,5,5,0,20
30,125,90,50,80,10,5,0,20
45,125,95,80,60,45,20,0,20
60,135,95,85,55,90,65,5,35
75,135,100,85,85,95,65,15,35
90,125,100,75,90,90,70,15,50
105,125,110,75,90,90,65,25,45
120,115,115,75,95,95,60,25,35
135,110,120,90,100,110,60,30,45
150,105,100,95,100,100,65,30,45
165,110,100,95,100,80,65,40,45
180,115,100,95,105,80,70,40,50
195,115,95,95,105,100,70,40,50
210,110,85,90,100,100,70,0,50
225,115,90,90,90,100,75,0,50
240,120,90,85,95,100,80,5,50
255,115,100,85,90,115,80,20,45
270,110,105,95,90,80,70,25,45
285,105,105,100,95,80,70,40,40
300,115,100,85,85,80,60,45,60
315,115,105,80,90,80,60,35,60
330,115,100,80,90,80,65,40,60
345,115,90,80,80,80,70,40,35
360,105,90,70,75,80,75,35,45
375,100,80,65,80,80,75,40,45
390,100,85,75,85,65,70,40,35
405,105,95,75,80,65,60,30,35
420,105,100,75,85,60,60,30,45
435,125,100,75,75,60,60,40,55
450,120,100,85,70,70,60,40,45
465,120,100,75,80,75,60,40,30
480,105,95,75,80,75,60,25,30
495,100,95,80,80,75,60,35,45
510,105,110,80,80,75,60,35,30
525,115,90,80,90,70,60,25,45
540,110,90,80,90,75,60,35,45
555,115,85,65,75,70,60,40,45
570,95,80,60,65,60,60,30,20
585,90,80,60,60,50,50,30,20
600,95,65,55,45,45,45,20,15
615,85,60,55,40,40,30,20,20
630,80,55,55,40,40,10,20,20
645,75,55,60,50,30,25,20,15
660,0,0,0,50,35,40,20,20
675,0,0,0,50,40,50,20,20
690,0,0,0,40,35,0,0,20
705,0,0,0,0,35,0,0,15
