時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,190,150,80,140,50,30,0,15
30,200,160,80,120,65,55,0,15
45,200,160,70,120,80,60,0,20
60,200,150,80,115,80,65,0,40
75,220,150,80,110,80,70,20,50
90,210,150,95,120,80,70,20,50
105,210,150,95,130,85,70,20,45
120,215,150,95,140,85,75,20,35
135,220,150,110,140,85,70,25,30
150,210,140,100,140,85,70,30,50
165,200,140,90,140,85,75,35,45
180,190,140,80,140,95,75,35,45
195,180,140,80,140,95,75,40,45
210,180,145,75,145,90,75,25,40
225,170,145,85,125,85,75,30,45
240,160,145,85,120,85,80,35,45
255,160,145,85,120,80,75,35,50
270,150,170,90,120,80,75,35,35
285,160,180,100,130,85,75,30,35
300,160,170,100,130,85,70,35,45
315,160,160,100,135,85,75,35,50
330,180,150,90,140,85,75,35,50
345,190,160,90,140,85,75,35,45
360,190,160,90,140,85,75,35,50
375,185,150,80,140,85,75,50,50
390,185,150,80,140,80,75,35,55
405,185,150,90,140,85,75,45,40
420,185,160,95,140,85,75,50,50
435,180,160,95,150,85,75,35,50
450,180,160,100,150,0,75,55,50
465,180,165,95,150,0,80,45,50
480,180,160,95,150,0,80,40,40
495,150,150,95,150,0,80,35,55
510,150,150,95,130,0,90,40,55
525,150,135,95,130,0,90,35,50
540,150,135,95,115,0,85,25,50
555,150,140,85,105,0,70,40,35
570,150,140,75,100,0,60,30,35
585,150,120,70,95,0,60,30,35
600,130,110,70,95,45,50,20,15
615,130,100,60,95,45,45,15,20
630,120,90,50,85,55,40,20,20
645,0,70,55,70,65,35,25,15
660,0,0,60,60,55,45,25,20
675,0,0,0,60,0,45,20,30
690,0,0,0,0,0,0,20,45
705,0,0,0,0,0,0,0,45
