時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,35,0,20,50,5,5,0,15
15,160,0,50,75,5,5,0,15
30,165,0,75,100,70,30,0,15
45,170,0,100,0,110,80,0,20
60,170,0,120,0,130,100,5,45
75,160,0,150,0,135,120,20,70
90,160,0,160,0,140,130,20,60
105,170,0,160,0,150,130,20,60
120,160,0,140,0,160,130,40,65
135,160,0,150,0,170,120,40,65
150,160,0,150,0,180,120,35,60
165,160,0,130,70,160,120,45,45
180,150,0,130,140,160,100,30,45
195,150,0,130,155,145,100,30,60
210,145,0,130,130,140,85,45,45
225,145,0,120,145,125,85,45,35
240,145,0,110,145,95,85,30,35
255,140,0,110,150,95,95,35,35
270,150,0,105,150,110,90,20,45
285,150,0,115,135,110,90,40,45
300,145,0,120,130,120,90,40,45
315,145,0,120,130,120,95,30,45
330,140,0,135,120,120,100,30,45
345,160,0,150,150,120,100,45,45
360,140,0,150,150,125,100,40,45
375,140,0,130,150,120,95,40,55
390,130,0,120,150,140,100,45,40
405,130,0,120,145,140,100,35,55
420,150,0,105,140,150,100,45,45
435,150,0,105,140,140,90,35,50
450,150,0,120,160,140,85,25,65
465,150,0,125,165,140,85,40,35
480,145,0,115,160,130,80,35,50
495,145,0,125,160,130,80,35,45
510,145,0,125,130,110,80,30,55
525,140,0,120,120,100,80,35,55
540,120,0,120,110,100,85,35,35
555,110,0,120,105,90,75,25,30
570,110,0,115,105,70,75,25,45
585,115,0,100,95,60,65,15,35
600,105,0,90,90,60,55,15,15
615,95,0,90,85,60,55,15,15
630,90,0,100,75,60,60,15,15
645,0,0,0,75,70,60,15,15
660,0,0,0,0,0,60,15,30
675,0,0,0,0,0,0,15,20
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,20
