時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,30,20,5,5,5,5,0,10
15,80,50,5,20,5,5,0,15
30,90,80,45,70,10,5,0,15
45,120,90,70,70,40,30,0,20
60,120,85,80,70,85,60,5,15
75,120,85,70,70,80,65,20,20
90,130,75,65,70,75,60,20,30
105,120,70,65,65,65,60,25,35
120,90,55,60,65,55,60,25,20
135,90,55,50,75,70,50,30,20
150,90,45,40,75,70,50,15,20
165,90,45,40,75,70,50,25,20
180,80,60,50,70,60,45,25,35
195,80,60,60,70,60,45,20,30
210,80,75,65,60,60,45,25,30
225,80,75,70,65,60,45,15,20
240,90,70,65,65,60,50,15,15
255,105,70,60,65,60,45,15,15
270,105,60,55,65,65,50,15,20
285,105,60,45,75,65,55,20,20
300,75,60,55,70,65,45,25,20
315,100,60,60,65,55,45,15,20
330,100,75,55,60,50,50,15,20
345,90,75,60,65,50,50,15,15
360,90,75,65,65,55,50,20,25
375,90,75,70,65,60,50,25,30
390,90,75,70,60,55,50,20,30
405,90,75,65,65,55,50,25,20
420,95,70,60,65,50,50,15,15
435,85,70,50,65,55,55,25,20
450,85,65,55,65,50,55,15,15
465,90,60,55,60,55,50,25,20
480,95,55,55,55,55,50,25,20
495,90,65,55,60,50,45,15,20
510,85,75,55,55,45,45,25,20
525,85,60,55,60,45,45,20,20
540,75,60,60,55,45,45,20,15
555,70,50,55,45,45,45,25,15
570,70,55,45,45,45,40,25,15
585,65,60,40,55,40,35,15,15
600,65,60,45,50,40,20,15,15
615,70,35,45,40,25,15,15,15
630,60,30,50,35,10,15,20,15
645,55,35,50,30,10,15,20,15
660,50,55,55,45,20,25,25,15
675,0,55,45,35,35,30,15,15
690,0,45,35,30,25,25,0,15
705,0,30,25,25,10,25,0,25
