時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,130,90,35,40,5,10,0,20
30,140,100,30,50,5,15,0,20
45,140,90,35,55,25,20,0,20
60,120,90,35,50,30,30,0,20
75,110,85,40,40,40,30,15,20
90,90,85,40,40,40,30,20,20
105,85,70,40,45,35,30,25,30
120,90,60,35,50,35,30,20,15
135,90,55,30,45,35,25,20,15
150,85,65,30,40,35,25,15,15
165,90,65,25,35,35,25,15,20
180,100,75,25,40,30,25,20,20
195,90,75,25,40,30,25,20,20
210,90,65,25,40,25,25,25,20
225,90,65,30,50,30,30,15,30
240,90,65,30,50,30,30,15,25
255,90,70,25,50,30,35,15,30
270,90,75,25,45,25,35,25,15
285,85,75,25,35,35,35,20,20
300,95,70,25,35,40,25,25,20
315,95,70,25,40,35,25,25,30
330,95,65,20,40,35,30,30,35
345,95,65,20,40,30,30,20,25
360,90,65,20,45,30,30,20,30
375,110,65,20,50,30,30,20,30
390,110,70,15,40,35,25,25,30
405,95,65,15,35,35,25,25,20
420,80,65,15,35,30,30,15,30
435,90,70,20,35,25,30,15,20
450,90,75,20,45,25,25,20,20
465,95,75,15,40,25,25,40,30
480,95,70,20,40,20,25,25,20
495,95,70,20,40,20,20,30,30
510,100,75,20,35,20,20,20,20
525,95,70,20,35,15,20,20,20
540,90,65,15,30,15,20,20,30
555,90,65,15,35,20,20,25,15
570,80,55,20,35,15,20,25,15
585,80,55,15,25,15,20,15,15
600,70,45,15,20,10,10,15,15
615,70,35,15,20,5,5,20,15
630,60,35,15,10,5,5,20,15
645,50,40,15,10,5,5,25,20
660,60,50,15,30,5,5,25,0
675,0,0,35,40,15,5,15,0
690,0,0,30,25,20,5,15,0
705,0,0,15,15,0,5,0,0
