時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,35,0,10,10,5,5,0,10
15,110,0,10,30,5,5,0,20
30,140,0,50,70,20,5,0,20
45,150,0,60,80,60,35,0,35
60,165,60,55,80,90,65,15,35
75,150,100,60,75,80,70,20,35
90,140,110,45,90,85,70,15,35
105,120,100,50,100,85,70,20,50
120,120,110,50,100,80,60,25,50
135,95,110,35,80,75,45,25,15
150,85,90,45,70,70,45,15,30
165,85,80,35,60,55,50,15,15
180,100,80,40,70,50,40,15,15
195,120,80,30,60,65,30,20,15
210,120,80,30,90,60,55,25,15
225,100,75,35,90,60,60,20,35
240,90,90,35,75,60,50,30,35
255,95,85,35,65,65,45,15,40
270,105,95,40,60,60,45,20,20
285,100,95,40,60,60,50,25,20
300,85,85,30,55,75,50,25,40
315,85,75,30,50,75,45,30,40
330,105,75,30,75,65,45,15,30
345,105,90,30,75,60,60,30,30
360,100,100,30,60,65,50,35,40
375,100,110,30,50,70,50,30,30
390,100,110,35,60,70,50,30,35
405,95,105,30,60,70,55,15,35
420,95,105,30,65,65,60,20,35
435,95,85,30,65,65,55,25,20
450,110,85,30,65,60,55,25,35
465,110,90,25,65,60,55,25,35
480,105,115,25,55,55,50,25,45
495,105,120,30,55,50,50,35,55
510,105,120,30,55,50,50,15,45
525,95,120,25,50,50,50,15,20
540,90,105,25,50,55,50,20,20
555,90,65,25,45,35,45,25,35
570,80,55,25,35,35,45,25,20
585,80,55,25,35,40,45,15,20
600,85,55,25,40,35,35,15,20
615,80,55,15,30,25,20,20,20
630,75,50,15,25,10,20,20,20
645,70,45,15,25,5,20,25,15
660,0,0,40,40,30,20,25,15
675,0,0,50,40,40,40,15,20
690,0,0,45,35,30,0,0,15
705,0,0,35,0,0,0,0,15
