時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,160,165,85,95,25,10,0,20
30,180,160,85,90,45,40,0,20
45,160,160,85,90,55,55,0,20
60,170,140,95,110,75,55,0,20
75,165,140,85,100,75,60,15,30
90,150,120,85,95,75,60,20,30
105,145,120,100,100,80,60,20,45
120,145,120,105,105,75,65,25,35
135,145,135,100,110,65,70,15,35
150,140,130,100,110,70,65,30,35
165,140,130,100,105,70,65,15,40
180,140,130,100,105,70,65,35,40
195,140,130,90,110,65,65,30,35
210,135,100,90,115,65,65,35,40
225,145,100,90,120,65,65,30,35
240,150,100,95,125,70,60,30,35
255,145,120,95,125,70,55,30,40
270,135,130,95,115,65,60,20,40
285,135,130,95,110,65,65,25,20
300,135,130,100,105,60,65,25,35
315,135,115,100,105,65,65,30,45
330,145,125,100,110,65,60,30,45
345,145,140,100,110,65,60,35,35
360,140,135,105,110,70,60,35,35
375,140,135,105,105,70,60,30,35
390,150,135,105,100,65,60,30,35
405,140,135,105,105,65,60,30,40
420,140,115,105,110,60,55,30,40
435,135,115,105,110,60,60,20,45
450,135,110,105,110,55,60,25,45
465,0,0,0,0,0,0,0,0
480,140,120,95,110,55,55,25,35
495,140,130,95,110,55,50,35,35
510,140,0,105,105,60,50,30,35
525,140,0,105,105,60,50,25,40
540,130,0,115,90,55,50,25,40
555,140,0,115,90,55,50,30,35
570,140,0,100,90,45,50,20,20
585,140,90,100,90,45,45,15,35
600,140,110,100,90,45,45,15,30
615,0,110,100,90,40,45,20,35
630,0,110,95,95,45,45,20,30
645,0,110,0,95,45,0,25,20
660,0,0,0,80,55,0,25,0
675,0,0,0,0,0,0,20,0
690,0,0,0,0,0,0,20,0
705,0,0,0,0,0,5,0,0
