時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,40,0,15,10,5,5,0,15
15,70,0,25,40,5,5,0,15
30,140,0,50,65,5,10,0,20
45,130,0,80,80,40,55,0,15
60,150,0,85,85,115,90,5,25
75,175,0,90,100,135,95,15,30
90,175,0,85,100,150,95,20,35
105,165,0,85,100,145,90,20,50
120,150,0,85,115,190,90,25,50
135,135,0,75,115,130,85,0,45
150,135,0,70,100,100,75,0,35
165,125,0,70,85,65,60,0,35
180,120,0,70,80,95,50,0,30
195,115,0,80,85,95,35,0,45
210,110,0,80,85,95,35,25,45
225,100,0,65,85,110,40,60,45
240,105,0,75,85,115,50,35,35
255,105,0,80,85,80,50,20,35
270,105,0,70,80,70,50,35,30
285,105,0,80,85,75,50,35,50
300,90,0,80,80,110,40,30,35
315,100,0,80,80,100,35,20,45
330,110,0,80,85,110,40,30,35
345,105,0,75,85,100,50,20,30
360,110,0,75,80,100,55,15,30
375,115,0,90,85,100,55,40,45
390,110,0,90,90,100,55,45,60
405,110,0,85,90,100,55,40,45
420,95,0,85,90,80,50,30,30
435,85,0,75,90,60,40,20,45
450,100,0,70,70,80,30,20,30
465,100,0,65,70,85,40,20,20
480,100,0,75,75,75,55,20,55
495,100,0,80,75,70,50,30,30
510,95,0,85,70,75,35,20,45
525,95,0,70,70,80,35,20,40
540,90,0,60,70,75,45,25,30
555,90,0,60,70,50,50,25,20
570,80,0,60,70,40,35,25,30
585,90,0,65,60,45,30,15,30
600,90,0,70,50,50,10,25,20
615,90,0,55,50,45,10,15,20
630,80,0,60,45,45,45,15,20
645,70,0,60,40,30,50,25,15
660,65,0,60,40,40,35,15,20
675,60,0,55,40,40,20,15,15
690,45,0,0,30,0,20,0,15
705,0,0,0,25,0,20,0,15
