時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,125,110,60,50,25,5,0,20
30,120,90,50,55,35,20,0,15
45,120,80,50,50,45,30,0,20
60,100,80,40,40,45,30,0,15
75,80,60,35,40,40,25,15,20
90,80,55,30,55,35,25,20,20
105,70,50,30,45,30,15,25,15
120,80,60,35,0,30,15,25,15
135,100,60,40,0,30,20,20,20
150,100,60,40,0,35,20,15,15
165,100,65,30,0,35,20,15,15
180,100,55,40,0,35,20,15,15
195,100,65,45,40,35,25,10,20
210,80,65,40,60,35,25,25,15
225,75,55,35,45,30,20,15,20
240,75,55,30,0,25,20,15,20
255,85,55,30,0,30,20,15,20
270,80,65,35,0,30,15,20,20
285,80,60,40,0,30,20,20,30
300,80,60,40,5,25,25,25,20
315,75,60,30,40,25,20,15,15
330,75,60,20,45,25,15,20,15
345,75,55,25,45,25,15,15,15
360,75,55,30,45,20,15,20,15
375,75,70,35,50,20,15,25,20
390,75,60,35,50,15,15,25,20
405,85,60,40,50,25,15,15,20
420,90,60,35,50,20,15,15,20
435,90,60,35,50,20,20,25,15
450,70,60,25,45,20,20,25,15
465,70,60,25,40,20,20,15,20
480,70,60,50,40,15,15,15,15
495,75,60,40,40,15,15,20,20
510,80,65,20,40,20,15,20,20
525,90,65,20,40,15,15,15,25
540,90,45,20,30,20,10,25,15
555,75,45,20,25,20,15,25,15
570,70,50,30,30,15,15,25,15
585,65,55,25,45,10,15,25,15
600,70,55,25,35,5,15,25,15
615,65,45,25,25,5,10,20,15
630,50,35,20,20,5,5,20,15
645,40,35,20,20,5,5,20,15
660,40,30,10,20,5,5,25,15
675,40,30,10,15,5,5,20,15
690,35,25,15,10,5,5,15,15
705,0,0,25,0,5,5,0,20
