時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,70,5,70,25,5,0,5
15,100,70,60,65,25,15,0,25
30,90,70,60,65,45,40,0,20
45,100,70,60,60,50,40,0,20
60,110,70,25,50,50,45,15,20
75,65,50,15,45,40,50,15,20
90,55,45,15,45,35,50,15,20
105,55,45,25,45,35,40,15,20
120,60,40,35,45,35,20,15,20
135,60,35,30,45,35,15,15,20
150,60,40,30,40,35,25,15,20
165,65,45,30,40,0,25,15,20
180,60,45,30,40,0,45,15,20
195,55,35,25,40,0,50,15,20
210,50,35,20,30,0,50,15,20
225,50,40,20,30,0,40,15,20
240,35,45,20,45,0,30,15,20
255,50,50,25,55,0,20,15,10
270,65,45,25,45,10,20,15,10
285,65,35,25,45,40,30,15,10
300,55,45,25,25,45,25,15,15
315,45,45,20,30,50,40,15,10
330,45,45,25,45,60,40,15,10
345,60,50,30,35,80,30,15,10
360,60,50,30,35,80,20,15,15
375,0,50,30,40,70,20,15,15
390,0,50,25,35,55,30,15,10
405,0,50,25,40,55,30,15,10
420,0,50,25,35,50,25,15,20
435,0,50,25,35,55,35,15,15
450,30,45,30,35,55,30,15,15
465,65,50,30,40,35,25,15,20
480,70,45,25,40,30,25,15,20
495,70,40,15,40,35,20,15,20
510,60,30,20,30,45,35,15,20
525,50,40,20,35,40,30,15,20
540,55,50,30,35,35,30,15,20
555,60,50,20,30,25,30,15,15
570,60,35,20,20,35,30,15,10
585,0,35,20,25,40,15,15,20
600,0,40,20,35,45,30,15,20
615,0,40,15,25,30,20,15,20
630,0,40,15,25,30,15,15,10
645,0,35,15,0,25,20,15,15
660,0,35,20,0,15,15,15,10
675,0,40,20,0,10,10,15,15
690,0,35,20,0,5,5,0,15
705,0,25,20,0,0,5,0,15
