時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,90,75,35,40,15,10,0,5
30,90,70,55,35,20,20,0,20
45,100,70,55,35,25,20,0,20
60,100,60,50,45,25,20,0,20
75,85,60,45,45,25,20,15,15
90,75,55,40,45,25,25,20,35
105,70,55,40,45,25,20,25,20
120,75,60,40,50,25,20,25,15
135,75,55,40,45,25,25,25,20
150,80,55,35,45,25,20,15,20
165,75,50,35,40,25,20,15,15
180,75,50,40,40,25,20,20,15
195,75,55,40,40,30,20,25,20
210,75,50,40,35,30,25,25,15
225,75,50,40,45,30,25,15,20
240,80,50,40,45,30,25,15,20
255,70,60,40,40,35,25,15,20
270,55,50,40,40,35,25,25,20
285,65,55,40,40,25,25,25,35
300,75,55,40,40,25,25,25,20
315,70,45,40,40,25,25,15,15
330,55,50,40,35,25,35,15,15
345,60,50,40,30,25,30,20,20
360,60,50,35,35,25,25,25,20
375,65,55,30,40,25,25,25,15
390,70,65,30,45,25,20,25,35
405,70,60,40,40,25,20,15,20
420,65,55,40,30,20,25,15,20
435,60,45,35,30,20,20,25,20
450,60,40,30,30,15,20,25,20
465,55,50,30,35,10,20,25,15
480,65,65,30,30,10,20,25,15
495,70,55,40,35,15,20,15,15
510,75,60,45,35,25,20,15,15
525,75,60,35,35,20,20,20,15
540,70,55,25,35,15,20,20,15
555,70,55,35,35,15,25,20,15
570,65,45,40,30,20,20,25,15
585,65,45,30,30,20,20,15,20
600,65,50,25,30,15,20,25,15
615,55,45,30,20,10,15,25,15
630,55,40,35,20,5,15,25,20
645,50,50,30,20,5,5,25,20
660,45,40,25,20,5,5,15,20
675,45,30,25,10,5,5,15,20
690,0,30,25,10,5,5,25,15
705,0,0,0,30,5,5,0,20
