時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,75,5,50,5,5,0,5
15,140,70,40,70,15,5,0,20
30,110,70,30,60,35,20,0,20
45,100,75,30,60,60,35,0,20
60,100,70,45,50,60,35,15,20
75,100,60,40,50,55,45,15,20
90,100,50,40,50,45,40,15,20
105,100,50,35,45,30,40,15,15
120,90,45,20,35,25,30,15,15
135,80,40,20,35,25,30,15,15
150,80,25,25,40,30,30,15,15
165,60,35,25,35,20,30,15,15
180,55,40,20,30,20,20,15,15
195,45,40,20,30,25,20,15,20
210,45,40,20,30,30,15,15,15
225,40,30,20,25,25,15,15,15
240,55,40,15,15,25,15,15,15
255,55,40,20,20,25,15,15,15
270,55,30,20,25,30,20,15,20
285,65,30,20,25,25,20,15,20
300,65,35,20,30,30,20,15,15
315,60,30,20,30,30,15,15,15
330,60,40,20,20,20,25,15,15
345,60,50,30,30,25,25,15,20
360,55,50,25,30,20,25,15,15
375,60,55,20,30,20,20,15,15
390,60,50,25,25,20,20,15,15
405,55,50,25,25,20,10,15,20
420,55,35,25,25,25,15,15,15
435,55,35,25,30,20,20,15,15
450,60,40,20,25,20,20,15,15
465,65,45,20,25,20,15,15,15
480,70,50,15,20,10,15,15,15
495,70,50,15,15,10,15,15,20
510,60,40,15,25,20,15,15,20
525,55,40,10,20,20,15,15,20
540,55,40,20,15,20,20,15,20
555,50,35,25,15,20,20,15,15
570,50,30,25,15,20,15,15,20
585,50,30,25,10,15,5,15,20
600,55,35,20,15,5,5,15,20
615,60,40,20,20,10,5,15,20
630,50,35,25,15,10,10,15,20
645,45,30,25,15,5,5,15,20
660,35,30,25,10,5,5,15,20
675,35,30,20,10,5,5,15,20
690,0,45,35,10,5,5,0,20
705,0,45,25,15,0,5,0,15
