時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,90,50,65,15,5,0,5
15,100,95,65,70,25,10,0,20
30,95,80,65,60,50,0,0,30
45,90,65,55,55,65,0,0,30
60,85,55,40,65,60,0,5,35
75,75,55,45,60,55,0,15,30
90,75,50,50,60,55,0,15,35
105,70,60,45,60,55,0,15,20
120,75,65,45,65,50,5,15,20
135,60,65,45,65,45,25,15,15
150,60,50,50,70,35,50,15,15
165,70,50,50,50,35,45,15,25
180,70,50,45,50,45,50,15,15
195,70,45,40,65,50,50,15,45
210,55,45,25,65,50,45,15,20
225,55,45,25,65,45,45,15,15
240,55,50,30,60,45,40,15,15
255,60,55,50,60,30,40,15,15
270,70,55,45,50,30,40,15,15
285,75,50,45,50,50,40,15,20
300,80,45,45,55,55,45,15,15
315,80,50,45,50,50,45,15,20
330,80,50,35,60,45,45,15,20
345,60,60,35,70,45,50,15,20
360,55,55,50,65,40,50,15,20
375,70,55,45,60,40,40,20,20
390,70,60,45,55,45,30,15,20
405,70,60,45,45,55,40,15,20
420,70,50,40,55,50,45,15,20
435,70,50,35,55,50,45,15,20
450,70,60,45,60,50,45,15,20
465,70,65,45,65,50,45,15,20
480,70,65,35,60,50,45,15,20
495,65,55,40,30,40,50,15,20
510,65,55,40,50,40,50,15,20
525,70,45,40,50,35,50,15,10
540,75,50,35,45,35,40,15,10
555,75,55,40,45,30,45,15,15
570,75,45,35,45,30,45,15,15
585,65,45,35,45,30,40,15,15
600,65,45,35,45,35,30,15,15
615,55,45,35,45,35,20,15,10
630,55,45,35,35,30,5,15,20
645,50,45,35,30,25,20,15,20
660,45,50,35,20,15,15,15,20
675,40,50,30,15,10,5,15,20
690,25,35,30,15,5,5,0,15
705,25,25,20,10,5,5,0,20
