時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,80,80,55,5,5,0,5
15,100,90,70,65,20,30,0,20
30,110,90,70,70,65,45,0,45
45,100,95,80,75,60,50,0,35
60,90,85,70,75,55,45,5,35
75,70,60,55,70,55,50,15,20
90,65,55,45,60,50,40,15,20
105,65,50,45,60,35,35,15,20
120,75,50,40,60,40,45,15,20
135,75,45,35,60,35,40,15,15
150,75,45,35,55,35,35,15,15
165,75,45,40,55,25,25,15,15
180,55,60,45,55,35,35,15,15
195,35,55,40,45,40,35,15,20
210,70,50,40,45,40,35,15,20
225,80,60,40,55,30,35,15,20
240,80,60,40,55,35,40,15,15
255,70,50,35,50,35,30,15,20
270,65,45,30,50,45,25,15,20
285,60,45,35,50,55,30,15,15
300,60,50,30,50,50,40,15,20
315,65,50,45,45,50,35,15,20
330,65,50,50,45,50,35,15,15
345,70,50,45,55,45,35,15,10
360,70,75,50,55,40,45,15,15
375,65,60,40,50,45,40,15,15
390,65,60,35,45,45,40,15,15
405,70,60,30,45,45,35,15,15
420,70,65,35,45,40,30,15,15
435,65,65,45,55,50,40,15,20
450,65,60,40,55,50,40,15,25
465,70,55,40,50,40,45,15,15
480,70,45,40,45,25,45,15,15
495,75,50,40,40,35,45,15,15
510,75,55,40,45,40,45,15,20
525,80,55,45,45,45,45,15,15
540,75,60,45,30,35,30,15,15
555,70,60,50,40,35,25,15,15
570,70,60,40,50,40,35,15,20
585,70,55,30,45,35,35,15,20
600,65,50,30,35,30,25,15,20
615,60,50,35,30,30,25,15,20
630,60,50,40,30,30,30,15,20
645,50,45,40,20,25,20,15,20
660,45,30,30,15,10,15,15,20
675,35,25,20,20,10,5,15,20
690,30,25,20,15,5,5,0,15
705,30,25,20,10,5,5,0,20
