時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,140,30,30,10,5,0,15
15,120,140,55,45,20,5,0,15
30,140,120,60,60,30,15,0,20
45,140,120,65,60,45,25,0,20
60,140,120,60,60,50,40,15,20
75,130,120,60,60,50,40,20,20
90,125,120,60,50,45,35,15,25
105,125,110,50,60,45,35,20,15
120,120,100,50,60,45,20,25,15
135,110,90,50,55,45,25,25,15
150,105,80,45,55,40,30,15,15
165,105,70,45,50,40,30,25,20
180,125,85,55,50,40,30,15,20
195,120,100,60,50,40,30,20,20
210,105,105,55,50,40,30,20,20
225,105,105,50,55,50,30,25,30
240,110,95,50,60,40,35,30,30
255,110,90,45,55,40,35,15,30
270,115,90,50,50,45,35,25,30
285,115,90,50,60,50,35,25,35
300,115,100,55,60,50,35,25,35
315,115,100,50,50,50,35,15,30
330,110,100,85,40,40,35,30,35
345,115,100,90,55,40,40,15,30
360,115,100,95,60,40,35,20,30
375,115,75,95,60,40,30,30,30
390,115,75,80,70,50,30,25,30
405,125,100,80,70,55,35,35,45
420,120,100,70,60,50,40,30,30
435,120,100,70,50,45,40,20,40
450,110,90,60,45,40,35,15,40
465,110,90,45,45,35,35,25,40
480,120,110,45,50,30,35,25,35
495,120,110,70,50,35,25,15,35
510,110,110,70,50,35,30,20,35
525,120,100,60,50,40,30,15,15
540,120,100,45,50,35,30,25,20
555,120,90,45,45,35,30,15,35
570,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0
600,90,80,50,35,25,20,25,20
615,90,70,45,35,20,15,15,20
630,80,50,40,35,10,10,15,15
645,70,45,35,30,5,10,20,15
660,0,0,0,0,0,0,0,0
675,0,0,25,15,5,10,25,15
690,0,0,0,0,0,0,0,0
705,0,0,0,0,5,10,0,20
