時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,130,100,40,50,15,5,0,15
30,140,100,50,50,25,20,0,15
45,150,100,50,60,40,25,0,20
60,150,105,40,70,40,30,0,20
75,140,105,40,70,35,30,15,20
90,120,80,40,55,40,30,20,20
105,110,60,55,55,40,30,25,25
120,110,65,60,70,40,30,25,25
135,90,65,55,60,40,30,15,15
150,90,65,100,60,40,25,20,15
165,90,65,90,55,35,25,20,15
180,90,70,70,60,35,30,25,20
195,95,70,70,60,40,25,25,15
210,95,80,35,60,40,30,25,20
225,100,80,35,60,40,35,20,30
240,100,70,40,55,40,30,20,15
255,90,60,40,55,40,25,15,30
270,80,60,50,55,35,30,20,30
285,80,75,50,60,35,25,25,20
300,80,75,50,60,35,25,25,30
315,85,75,45,60,35,25,25,30
330,85,75,45,55,35,25,15,15
345,85,60,35,60,40,30,25,20
360,80,80,45,60,35,30,25,20
375,80,80,60,50,40,25,25,15
390,85,70,65,50,40,25,25,20
405,85,75,50,50,35,30,15,15
420,80,75,40,55,35,30,15,15
435,80,70,40,50,30,30,15,20
450,90,70,40,45,30,25,25,20
465,90,70,40,45,30,20,15,20
480,90,60,40,45,25,25,15,20
495,90,65,45,45,25,20,25,15
510,0,0,0,0,0,0,0,0
525,90,80,35,40,35,25,20,15
540,95,90,40,45,30,20,20,15
555,90,90,40,45,25,20,25,20
570,85,80,40,40,25,25,25,20
585,90,80,45,40,20,25,15,20
600,90,60,45,35,25,20,15,20
615,90,55,45,35,20,15,15,15
630,80,55,40,30,15,15,25,20
645,70,50,40,30,10,5,25,20
660,60,45,25,25,5,5,15,15
675,0,40,20,20,5,5,15,15
690,0,35,25,20,5,5,20,15
705,0,0,0,30,5,5,0,15
