時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,70,35,40,5,5,0,15
15,130,80,45,45,15,15,0,15
30,120,90,50,65,30,20,0,20
45,100,85,50,65,40,30,0,15
60,95,80,50,60,40,30,5,20
75,95,80,50,60,40,35,15,20
90,90,60,50,55,40,30,15,20
105,90,50,50,55,35,30,20,20
120,100,55,50,65,40,30,25,20
135,100,50,50,65,40,30,25,15
150,90,60,45,45,40,30,15,15
165,95,60,45,50,40,30,15,15
180,90,70,55,60,35,30,15,20
195,95,70,55,60,35,30,25,15
210,95,70,55,60,40,30,25,30
225,95,60,50,60,35,30,15,20
240,95,60,45,55,40,30,20,20
255,80,50,45,55,40,30,20,20
270,85,50,55,55,35,25,20,20
285,90,45,55,60,35,30,25,20
300,90,55,55,0,35,30,15,15
315,80,70,55,0,40,30,15,15
330,85,70,50,0,40,35,15,25
345,100,60,60,0,40,35,15,30
360,100,60,60,0,45,35,20,30
375,85,65,65,15,45,35,25,30
390,90,75,65,80,45,35,25,20
405,85,75,60,80,40,35,25,20
420,95,65,50,85,35,30,20,30
435,80,60,40,65,30,35,20,15
450,90,60,35,60,30,30,15,15
465,95,55,45,60,25,25,25,20
480,100,55,110,55,25,25,20,20
495,115,70,100,60,30,30,25,35
510,110,75,80,70,35,25,15,20
525,90,80,75,85,40,30,15,15
540,95,70,65,75,35,35,20,15
555,80,50,60,50,30,35,20,30
570,80,55,55,50,30,30,15,15
585,70,60,40,55,25,30,15,20
600,80,65,40,55,25,20,15,20
615,80,55,40,55,20,15,25,15
630,90,45,50,45,15,15,25,20
645,80,40,45,30,15,15,20,15
660,70,25,40,30,5,10,20,15
675,60,20,40,35,5,5,15,20
690,0,40,0,35,5,5,15,15
705,0,0,0,0,5,5,0,15
