時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,95,0,5,70,20,0,0,5
15,85,0,80,80,30,0,0,30
30,85,0,75,70,50,0,0,45
45,80,0,70,65,60,0,0,35
60,85,0,65,70,65,0,5,35
75,85,30,45,70,65,0,15,20
90,80,60,35,55,60,0,15,20
105,65,55,30,50,45,0,15,20
120,60,60,35,45,35,5,15,20
135,60,65,40,45,35,30,15,15
150,60,45,40,50,30,50,15,10
165,60,40,40,50,30,50,15,10
180,60,45,40,40,35,40,15,10
195,55,40,20,40,40,35,15,15
210,45,45,20,35,35,40,15,15
225,45,45,20,40,30,35,15,20
240,55,30,25,40,25,35,15,20
255,60,45,25,35,30,30,15,20
270,55,40,30,30,30,30,15,20
285,50,40,30,40,30,30,15,15
300,45,45,20,35,30,40,15,15
315,40,50,15,35,35,45,15,15
330,45,50,30,35,35,35,15,15
345,55,55,30,35,35,35,15,15
360,65,65,30,35,30,25,15,15
375,60,60,30,40,30,25,15,15
390,60,60,30,35,30,30,15,15
405,65,55,30,35,30,25,15,15
420,60,50,30,40,30,30,15,15
435,55,50,30,40,30,40,15,20
450,50,55,30,25,30,40,15,20
465,55,55,30,30,30,40,15,20
480,60,65,30,35,30,40,15,20
495,55,65,25,45,30,40,15,15
510,55,55,25,45,30,30,15,15
525,50,50,25,35,30,30,15,15
540,45,50,30,30,40,30,15,15
555,50,50,30,25,40,30,15,15
570,50,50,30,25,25,30,15,15
585,50,50,20,25,25,20,15,15
600,45,50,15,25,20,20,15,15
615,50,40,15,25,15,20,15,15
630,40,35,20,25,10,25,15,15
645,35,35,20,25,10,10,15,15
660,35,35,15,15,10,5,15,20
675,30,30,15,10,5,5,15,15
690,30,30,15,10,5,5,0,20
705,25,30,15,5,5,5,0,15
