時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,110,80,45,45,5,10,0,20
30,115,85,50,55,25,10,0,20
45,115,80,55,55,30,25,0,20
60,115,90,55,65,40,30,0,20
75,110,90,50,60,45,40,15,15
90,105,70,40,55,45,35,20,20
105,80,65,40,60,45,30,25,15
120,80,70,45,65,40,30,25,25
135,90,60,45,65,40,30,15,15
150,90,60,50,0,40,25,20,15
165,95,70,60,0,40,30,15,15
180,95,60,60,0,40,30,20,15
195,100,60,60,0,35,40,25,20
210,80,80,60,0,40,40,25,20
225,80,65,55,20,45,35,15,20
240,80,65,55,45,45,35,15,20
255,80,60,55,75,40,35,20,15
270,90,60,60,80,40,30,20,30
285,90,70,55,75,40,30,20,30
300,90,70,50,75,40,30,25,40
315,75,70,50,75,40,35,15,20
330,80,55,50,75,40,40,20,20
345,80,55,55,75,40,30,25,20
360,80,70,60,75,40,30,15,20
375,90,70,60,75,40,30,20,30
390,95,70,55,80,35,30,15,30
405,85,65,50,80,35,35,15,30
420,90,50,50,70,40,35,15,15
435,80,60,45,65,35,30,15,20
450,80,60,40,65,30,35,25,20
465,80,55,45,65,30,35,25,20
480,80,65,50,70,25,25,25,10
495,90,70,50,70,30,25,20,25
510,95,60,70,70,40,30,15,15
525,95,55,75,60,30,30,20,15
540,90,55,70,60,25,30,15,20
555,85,60,70,60,30,0,20,20
570,90,60,60,70,30,0,25,20
585,85,60,55,65,30,0,15,15
600,85,50,45,50,30,15,25,15
615,75,45,40,45,20,25,15,15
630,70,40,40,40,10,25,20,20
645,65,30,40,40,5,25,25,15
660,65,35,40,40,5,10,25,15
675,50,35,30,30,5,5,15,20
690,0,40,25,20,5,5,15,15
705,0,0,0,0,5,10,0,15
