時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,150,140,45,55,25,15,0,20
30,145,150,65,75,40,20,0,15
45,155,150,70,85,55,40,0,20
60,150,135,70,80,55,40,0,35
75,155,90,60,80,55,50,20,35
90,140,90,75,75,55,50,20,20
105,130,105,80,65,55,45,25,30
120,120,105,80,70,55,50,25,30
135,120,105,75,75,60,45,15,30
150,110,105,65,80,55,40,15,35
165,110,95,65,80,50,45,15,20
180,110,95,75,80,50,45,20,20
195,110,110,75,80,55,50,20,30
210,120,120,75,80,60,50,25,30
225,125,125,75,85,55,40,25,30
240,125,120,75,85,55,45,30,30
255,130,120,70,85,55,45,35,35
270,125,90,70,80,60,40,40,35
285,125,90,75,85,60,40,25,35
300,0,0,0,0,0,0,0,0
315,130,120,70,85,60,35,30,35
330,130,120,70,80,55,40,35,40
345,120,120,65,75,55,40,35,35
360,110,0,65,70,55,45,25,45
375,110,60,65,85,50,45,20,35
390,120,120,70,75,50,45,25,35
405,130,120,70,75,45,40,35,40
420,120,110,60,80,45,40,30,40
435,115,110,55,75,45,40,30,20
450,110,110,70,75,45,35,25,35
465,110,100,70,65,50,35,25,35
480,120,100,70,60,50,35,25,35
495,140,100,70,75,45,35,15,35
510,150,120,75,75,50,35,15,40
525,160,125,75,75,45,50,25,40
540,150,120,70,60,45,40,20,20
555,140,120,70,65,50,35,25,40
570,130,120,70,75,45,40,25,35
585,120,110,60,75,50,40,20,35
600,120,100,60,70,40,40,15,20
615,110,90,45,60,30,25,15,20
630,90,70,55,50,25,25,20,20
645,90,65,50,45,25,25,25,15
660,0,65,45,40,25,25,15,15
675,0,0,40,30,20,15,15,15
690,0,0,35,35,10,10,15,15
705,0,0,0,0,15,15,0,20
