時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,160,120,60,85,45,35,0,20
30,170,120,95,95,55,45,0,15
45,175,115,95,90,65,50,0,15
60,160,110,95,90,70,60,0,20
75,150,110,85,100,75,60,20,30
90,150,110,85,100,75,65,20,40
105,150,125,85,100,80,65,25,35
120,150,125,85,100,85,65,25,35
135,150,125,85,100,85,65,20,30
150,130,125,85,100,80,65,15,45
165,130,125,85,100,80,65,25,30
180,155,120,75,95,70,65,25,30
195,155,115,85,90,70,65,20,35
210,155,115,80,95,70,65,25,35
225,150,115,80,95,70,65,25,40
240,155,115,85,105,80,65,15,35
255,155,115,85,105,80,65,15,40
270,150,115,85,110,75,70,20,45
285,150,105,75,105,75,70,25,35
300,140,100,75,105,75,75,30,50
315,140,110,80,105,75,75,35,50
330,150,110,80,105,75,60,30,50
345,150,120,80,105,75,60,35,35
360,160,120,90,105,75,65,35,45
375,160,110,80,110,75,65,40,35
390,150,105,80,110,75,65,25,45
405,140,105,80,110,75,65,30,35
420,140,120,80,105,75,65,30,50
435,140,120,80,105,70,65,20,50
450,145,125,80,105,70,60,25,35
465,150,120,80,105,65,55,20,45
480,150,120,80,95,60,55,25,45
495,155,120,90,100,60,55,30,45
510,150,115,90,100,60,55,15,50
525,150,115,90,100,60,60,20,45
540,150,105,85,95,60,60,20,35
555,130,105,90,90,60,55,25,30
570,130,105,85,75,55,55,25,30
585,115,80,75,75,45,40,25,30
600,115,80,75,75,40,40,15,30
615,100,80,70,75,35,35,15,15
630,0,75,65,70,30,35,20,20
645,0,60,60,60,25,35,25,20
660,0,55,60,55,25,30,15,0
675,0,0,0,50,20,25,15,0
690,0,0,0,0,0,0,15,0
705,0,0,0,0,0,0,0,0
