時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,170,80,80,110,0,60,0,15
30,170,95,90,110,0,70,0,15
45,180,120,110,120,35,65,0,20
60,170,120,120,140,80,60,0,15
75,160,125,130,115,75,60,15,20
90,150,120,130,125,75,65,20,40
105,140,115,130,125,85,65,15,35
120,140,110,120,125,80,70,25,35
135,145,115,115,120,80,70,15,35
150,145,110,100,120,80,75,15,35
165,145,115,95,115,80,65,15,35
180,145,110,95,115,85,65,20,35
195,160,110,95,115,85,70,25,20
210,140,120,95,120,85,70,25,20
225,140,120,85,120,85,75,15,40
240,140,120,110,120,85,75,15,35
255,160,120,110,130,85,75,20,35
270,160,110,130,130,85,75,20,35
285,150,110,110,130,85,75,15,20
300,140,110,100,120,85,75,15,40
315,140,110,100,110,85,75,30,40
330,140,110,90,110,85,75,15,40
345,150,120,90,110,85,75,20,40
360,150,120,95,140,90,75,20,40
375,170,120,100,140,85,75,25,35
390,170,110,100,120,85,75,30,35
405,150,110,100,110,80,75,30,20
420,150,120,110,110,80,70,15,50
435,150,130,110,130,80,70,20,40
450,150,130,110,145,80,70,20,40
465,150,130,120,145,75,65,40,35
480,150,115,120,140,75,70,25,35
495,160,115,110,125,75,75,15,35
510,160,115,110,125,70,70,15,40
525,160,115,100,125,70,70,20,35
540,160,115,90,120,70,65,20,40
555,160,115,95,120,60,65,15,40
570,130,115,100,110,60,65,15,35
585,130,80,90,110,60,55,20,25
600,110,80,90,85,55,45,25,25
615,0,70,90,85,50,45,25,15
630,0,50,85,70,40,40,15,20
645,0,45,85,70,40,45,15,20
660,0,0,0,70,45,50,15,0
675,0,0,0,0,0,0,25,0
690,0,0,0,0,0,0,20,0
705,0,0,0,0,0,0,0,0
