時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,0,5,60,5,5,0,15
15,160,0,80,125,10,5,0,20
30,140,0,105,100,50,40,0,30
45,130,0,130,90,110,70,0,35
60,170,0,130,95,125,70,25,50
75,160,0,130,105,120,70,15,50
90,150,0,100,110,110,75,20,50
105,150,0,90,115,100,75,25,50
120,125,0,90,115,90,70,40,50
135,125,0,100,115,85,60,30,45
150,115,0,110,110,80,60,35,45
165,120,0,110,105,75,60,40,35
180,130,0,110,95,80,55,20,35
195,130,0,95,95,90,60,20,35
210,125,0,95,100,90,60,40,35
225,125,0,95,90,90,60,30,30
240,120,0,95,100,90,60,40,45
255,120,0,85,100,90,60,40,35
270,120,0,85,100,80,60,40,45
285,120,0,85,95,80,65,30,45
300,130,0,100,90,80,70,25,35
315,130,0,110,100,85,70,30,50
330,120,0,110,110,85,60,30,50
345,120,0,110,105,85,65,20,35
360,120,0,85,105,100,65,20,20
375,120,0,90,95,100,65,25,30
390,130,0,95,90,95,65,25,30
405,130,0,100,90,85,60,30,35
420,135,0,100,90,80,70,30,60
435,135,0,100,90,85,70,30,35
450,125,0,90,90,85,70,20,30
465,125,0,90,90,85,65,25,35
480,125,0,90,90,85,65,25,30
495,135,0,95,90,85,65,30,45
510,125,0,105,85,70,60,25,40
525,125,0,105,80,65,60,35,40
540,115,0,105,80,70,55,25,35
555,110,0,100,80,70,55,20,35
570,100,0,100,70,65,60,25,35
585,100,0,90,60,60,60,20,35
600,100,0,80,55,55,45,20,15
615,90,0,75,50,45,45,20,20
630,80,0,85,40,35,35,20,15
645,70,0,0,50,40,30,25,15
660,0,0,0,60,45,35,25,15
675,0,0,0,60,0,0,15,25
690,0,0,0,0,0,0,0,10
705,0,0,0,0,0,0,0,15
