時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,200,180,60,100,45,25,0,20
30,200,165,70,110,60,40,0,20
45,180,165,75,110,70,55,0,35
60,180,180,70,110,70,70,0,35
75,180,180,75,110,75,70,25,45
90,190,160,75,110,80,65,20,40
105,185,150,75,100,80,65,20,50
120,190,150,75,90,80,65,25,35
135,180,145,70,100,75,65,20,35
150,170,145,75,105,70,65,25,40
165,160,130,70,105,75,65,35,40
180,160,125,65,105,75,60,20,40
195,150,120,55,110,80,60,25,20
210,150,110,55,110,80,60,25,20
225,150,120,65,100,75,55,30,45
240,150,120,65,105,75,60,30,45
255,160,0,65,110,70,65,35,30
270,170,0,70,110,75,65,20,45
285,170,0,65,110,75,60,30,30
300,170,0,60,120,75,55,25,50
315,160,0,70,120,75,55,30,40
330,150,0,65,125,70,60,30,40
345,160,0,65,125,75,65,35,40
360,170,100,60,120,75,60,35,50
375,165,120,55,115,75,60,40,50
390,165,190,55,115,70,60,45,35
405,165,200,55,115,70,60,30,35
420,165,180,55,100,70,60,30,50
435,160,180,55,100,70,60,15,40
450,160,180,55,110,65,65,20,40
465,150,180,50,110,65,60,40,40
480,140,160,60,110,65,60,30,35
495,140,160,60,110,70,55,30,45
510,150,150,60,100,65,55,35,40
525,145,140,60,100,65,55,20,45
540,145,140,65,100,65,50,20,50
555,145,140,60,80,60,50,20,35
570,130,140,50,70,60,45,15,35
585,120,130,50,75,50,45,15,20
600,120,100,50,80,35,40,15,20
615,120,90,40,70,35,40,15,20
630,105,90,35,60,30,30,20,20
645,0,70,40,55,30,25,20,15
660,0,0,40,70,30,25,20,0
675,0,0,45,65,40,25,15,0
690,0,0,40,0,0,20,15,0
705,0,0,35,0,0,15,0,0
