時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,45,0,5,10,5,5,0,5
15,120,0,30,35,5,5,0,5
30,140,0,85,110,20,10,0,15
45,150,0,105,125,75,55,0,20
60,165,0,120,115,120,85,5,20
75,175,0,130,115,120,95,15,50
90,160,0,140,115,115,115,15,35
105,140,0,115,125,115,120,20,40
120,140,0,110,130,115,120,20,50
135,140,0,115,125,115,120,40,50
150,140,0,115,125,120,100,45,40
165,120,0,115,125,100,85,30,30
180,115,0,115,125,80,80,20,35
195,125,0,115,115,80,80,25,35
210,125,0,115,115,105,75,45,50
225,125,0,120,115,115,80,35,35
240,145,0,120,115,105,80,35,35
255,150,0,125,115,110,80,35,45
270,150,0,115,110,110,65,45,35
285,140,0,115,110,110,60,45,40
300,140,0,110,120,110,65,50,35
315,140,0,115,120,110,70,40,30
330,135,0,130,120,95,70,30,45
345,130,0,145,120,90,70,40,50
360,135,0,145,120,100,60,35,35
375,135,0,160,120,100,50,25,50
390,135,0,155,125,100,50,30,35
405,135,0,155,125,100,50,30,40
420,135,0,150,130,95,50,50,45
435,135,0,130,130,90,50,35,50
450,140,0,125,130,90,55,25,50
465,145,0,125,130,95,55,40,50
480,140,0,130,130,95,40,30,35
495,135,0,135,130,100,40,30,55
510,130,0,135,130,100,40,30,45
525,130,0,125,120,95,40,25,35
540,125,0,125,115,90,15,25,35
555,125,0,120,110,90,15,20,35
570,120,0,115,95,80,35,25,35
585,110,0,110,85,65,40,20,30
600,100,0,105,75,60,20,20,25
615,100,0,0,70,55,10,15,20
630,0,0,0,80,60,10,20,20
645,0,0,0,80,60,20,25,20
660,0,0,0,0,55,25,25,30
675,0,0,0,0,0,25,15,15
690,0,0,0,0,0,25,0,15
705,0,0,0,0,0,20,0,15
