時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,0,5,0,5,5,0,5
15,180,0,80,0,35,35,0,15
30,200,0,150,0,135,90,0,20
45,185,0,170,0,130,130,0,50
60,180,0,175,0,140,160,25,65
75,180,0,180,0,135,150,30,60
90,180,0,180,0,145,150,35,65
105,170,0,180,0,150,140,40,65
120,170,0,180,70,160,140,45,75
135,165,0,180,190,160,130,45,60
150,165,0,170,180,160,120,45,45
165,165,0,160,170,160,115,40,40
180,170,0,160,170,160,130,35,35
195,170,0,155,170,165,120,40,35
210,170,0,155,170,165,120,40,50
225,170,0,155,170,155,120,45,60
240,165,0,155,150,155,120,50,35
255,165,0,155,135,145,120,35,45
270,165,0,145,140,145,120,35,40
285,165,0,150,150,145,120,40,60
300,165,0,150,150,145,120,45,60
315,165,0,150,150,150,120,45,45
330,165,0,155,150,155,115,50,60
345,165,0,155,155,140,110,35,50
360,165,0,155,155,140,120,35,35
375,175,0,165,180,130,120,40,35
390,180,0,155,170,120,120,45,50
405,180,0,160,160,125,120,45,60
420,180,0,170,160,125,120,40,60
435,180,0,170,150,140,110,40,60
450,180,0,170,150,140,110,40,45
465,180,0,170,150,140,110,40,45
480,170,0,160,150,135,110,35,35
495,160,0,160,150,120,105,30,35
510,165,0,150,150,110,105,35,50
525,165,0,150,130,95,100,40,50
540,165,0,150,120,90,100,35,35
555,165,0,150,120,95,90,25,40
570,150,0,140,120,85,90,25,30
585,140,0,135,115,80,70,15,20
600,130,0,0,105,80,70,20,15
615,120,0,0,90,80,65,25,15
630,0,0,0,95,0,55,25,15
645,0,0,0,0,0,65,25,15
660,0,0,0,0,0,0,25,20
675,0,0,0,0,0,0,15,30
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,15
