時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,180,100,80,100,50,40,0,25
30,170,120,90,100,60,45,0,20
45,170,130,100,110,75,60,0,20
60,170,125,100,110,80,65,0,20
75,165,120,100,105,80,75,15,25
90,160,110,110,110,85,75,20,35
105,150,120,110,120,90,75,20,35
120,150,115,100,115,90,75,25,35
135,155,120,95,110,85,70,15,35
150,150,110,90,110,80,75,15,40
165,155,110,95,120,75,75,20,30
180,155,110,110,120,75,75,20,30
195,155,120,100,120,80,70,20,35
210,145,120,95,120,85,70,25,35
225,145,110,100,120,85,70,30,35
240,155,110,100,120,85,70,30,45
255,155,110,100,120,85,70,20,40
270,145,110,100,125,85,70,20,35
285,155,110,85,125,85,75,25,35
300,150,100,85,125,80,80,25,35
315,150,120,110,125,80,75,30,50
330,160,130,110,125,80,70,15,50
345,160,130,110,125,80,70,20,40
360,160,130,100,125,85,70,20,40
375,160,130,100,125,85,70,25,40
390,145,100,90,135,85,70,25,20
405,140,115,90,135,85,75,15,35
420,140,115,95,135,85,75,15,45
435,140,115,95,135,85,75,15,45
450,150,115,110,135,85,75,20,35
465,150,115,105,140,80,70,40,35
480,150,115,115,140,70,65,25,35
495,150,115,115,140,65,65,30,35
510,150,115,110,125,65,65,15,40
525,150,115,105,100,65,65,20,35
540,145,110,105,100,65,65,20,40
555,145,110,95,95,65,70,20,35
570,135,110,90,95,60,70,25,35
585,120,75,90,95,55,60,15,30
600,120,65,100,95,45,60,15,15
615,120,55,100,80,40,45,20,20
630,100,55,0,80,30,45,15,15
645,0,60,0,70,40,40,25,15
660,0,0,0,80,40,40,25,0
675,0,0,0,0,0,0,15,0
690,0,0,0,0,0,0,15,0
705,0,0,0,0,0,0,0,0
