時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,160,0,30,70,5,5,0,5
15,190,0,60,110,30,5,0,15
30,180,0,130,130,80,90,0,15
45,180,0,150,130,130,100,0,45
60,175,0,150,140,160,110,5,60
75,170,0,150,140,180,110,30,75
90,170,0,150,150,180,115,35,65
105,165,0,150,150,180,115,40,60
120,165,0,150,150,170,110,40,50
135,165,0,155,150,150,110,45,65
150,160,0,155,150,140,110,50,65
165,160,0,155,145,140,110,50,50
180,160,0,140,145,140,105,40,50
195,160,0,140,155,140,105,45,50
210,160,0,135,150,150,105,40,55
225,160,0,140,150,150,105,35,60
240,160,0,150,150,150,105,35,70
255,170,0,145,130,160,105,50,60
270,170,0,150,135,160,105,50,60
285,160,0,140,135,160,105,40,65
300,160,0,140,140,145,105,50,50
315,170,0,145,140,145,110,45,45
330,170,0,145,145,155,120,50,60
345,165,0,150,145,160,120,60,70
360,170,0,155,135,160,120,40,70
375,175,0,160,135,145,120,45,70
390,170,0,170,145,150,120,50,65
405,170,0,170,145,150,120,45,60
420,175,0,175,155,140,120,35,75
435,180,0,180,160,130,95,50,60
450,170,0,170,165,130,95,60,65
465,160,0,170,165,125,95,60,75
480,160,0,160,165,130,105,45,75
495,165,0,155,135,125,105,45,75
510,165,0,155,135,130,110,50,60
525,165,0,155,130,130,105,50,60
540,155,0,150,130,120,105,35,65
555,155,0,150,115,115,100,30,50
570,140,0,160,120,110,90,25,35
585,0,0,155,110,100,80,25,35
600,0,0,0,100,100,80,30,50
615,0,0,0,100,95,80,30,45
630,0,0,0,0,0,80,35,30
645,0,0,0,0,0,85,25,30
660,0,0,0,0,0,0,25,45
675,0,0,0,0,0,0,25,40
690,0,0,0,0,0,0,25,30
705,0,0,0,0,0,0,0,20
