時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,0,5,60,0,5,0,5
15,180,0,60,80,10,10,0,20
30,180,0,85,120,45,45,0,30
45,170,0,95,95,110,90,0,50
60,155,0,95,105,120,90,25,60
75,155,0,80,110,110,100,15,65
90,160,0,80,110,110,100,20,50
105,150,0,80,110,110,90,40,45
120,140,0,75,100,110,90,45,45
135,140,0,70,100,95,90,45,50
150,140,0,65,90,90,80,50,50
165,135,0,55,90,90,80,35,50
180,135,0,65,95,95,70,40,45
195,135,0,65,95,100,70,35,50
210,130,0,65,95,100,70,30,45
225,130,0,65,90,100,70,30,50
240,145,0,65,100,90,60,40,45
255,145,0,55,110,90,60,50,30
270,150,0,55,110,100,70,40,45
285,160,0,60,110,105,75,40,50
300,150,0,60,105,100,75,45,45
315,140,0,60,105,105,75,30,50
330,140,0,60,90,105,80,30,45
345,140,0,60,90,90,90,50,55
360,140,0,55,90,110,90,40,45
375,145,0,55,105,125,80,45,45
390,145,0,55,105,120,80,40,45
405,145,0,55,95,100,80,30,50
420,150,0,60,110,125,85,45,50
435,150,0,60,110,105,85,45,50
450,140,0,55,110,105,75,35,45
465,140,0,55,110,105,75,40,50
480,150,0,55,110,100,75,45,60
495,140,0,50,90,100,60,50,45
510,120,0,50,90,100,60,40,50
525,120,0,50,100,100,60,50,50
540,100,0,60,100,90,50,45,50
555,100,0,55,85,80,55,25,50
570,110,0,45,85,70,50,25,50
585,115,0,30,75,65,35,20,45
600,115,0,30,65,65,20,20,30
615,110,0,35,50,65,20,20,30
630,100,0,30,45,50,25,20,15
645,85,0,30,50,35,15,25,20
660,0,0,50,60,40,20,25,30
675,0,0,40,50,0,45,15,15
690,0,0,30,40,0,0,0,20
705,0,0,20,0,0,0,0,20
