時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,105,60,75,20,5,0,0
15,160,105,60,90,30,40,0,0
30,160,110,130,95,50,40,0,0
45,160,110,115,85,65,55,0,0
60,170,120,115,95,70,60,15,0
75,160,120,95,100,70,65,15,0
90,150,110,85,100,65,60,20,0
105,140,110,75,90,70,65,25,0
120,140,110,65,90,75,60,25,0
135,135,125,75,90,65,60,15,0
150,135,125,70,90,65,60,15,0
165,135,125,80,100,65,55,15,0
180,140,115,80,100,70,60,20,0
195,150,115,80,100,70,65,30,0
210,140,95,80,90,70,65,30,0
225,145,95,85,90,65,60,30,0
240,145,100,90,95,65,60,15,0
255,140,110,85,95,65,55,20,0
270,130,110,80,90,65,60,20,0
285,135,110,80,90,65,65,20,0
300,135,100,80,90,65,60,25,0
315,140,110,70,80,65,65,25,0
330,140,110,70,80,65,65,30,0
345,160,110,70,90,65,65,25,0
360,150,110,70,100,65,60,25,0
375,150,100,70,100,60,55,25,0
390,150,100,70,90,60,55,35,0
405,140,100,70,90,60,60,30,0
420,130,100,80,90,55,60,35,0
435,130,110,80,90,55,55,35,0
450,130,115,90,90,60,55,25,0
465,140,115,90,90,60,55,45,0
480,150,105,90,90,55,50,25,0
495,150,100,80,90,55,45,30,0
510,150,100,90,90,50,50,30,0
525,140,95,90,90,45,45,15,0
540,140,95,85,90,45,45,20,0
555,135,100,85,80,45,45,25,0
570,130,90,80,70,45,50,25,0
585,120,90,75,70,40,45,20,0
600,120,90,60,70,40,45,15,0
615,110,70,60,60,35,35,15,0
630,90,60,60,60,20,25,20,0
645,90,60,60,0,20,25,25,0
660,0,55,50,0,10,25,15,0
675,0,0,0,0,20,30,15,0
690,0,0,0,25,0,0,15,0
705,0,0,0,35,0,0,0,0
