時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,0,0,0,0,0,0,0,0
15,175,145,70,80,40,30,0,20
30,180,145,80,120,55,45,0,20
45,190,150,80,110,65,55,0,20
60,180,155,90,90,75,60,0,20
75,180,165,90,90,75,65,15,30
90,180,170,90,100,80,60,20,45
105,165,175,95,105,80,60,25,45
120,160,175,95,110,75,60,25,50
135,170,175,95,110,80,60,15,50
150,170,160,90,105,80,60,15,35
165,180,160,85,95,80,65,35,45
180,180,150,85,95,80,70,40,45
195,165,140,95,95,75,65,25,35
210,160,145,95,95,75,60,25,35
225,160,135,95,105,75,65,30,50
240,170,135,95,120,70,65,30,45
255,170,135,95,130,70,70,35,45
270,165,135,90,120,75,65,35,45
285,150,135,80,110,75,60,35,45
300,155,120,65,95,80,60,30,45
315,165,120,80,90,75,60,45,55
330,165,120,80,100,85,60,30,55
345,165,120,85,115,80,65,35,40
360,210,150,85,120,80,65,35,40
375,230,140,85,110,75,65,40,40
390,0,140,90,110,80,65,30,40
405,0,140,90,120,80,65,45,40
420,0,130,95,130,75,65,35,40
435,0,140,95,130,75,65,40,55
450,0,130,95,125,75,65,55,50
465,120,130,95,120,85,65,45,55
480,190,130,85,120,80,60,40,55
495,180,130,80,110,80,60,50,40
510,180,140,90,110,90,60,30,40
525,170,130,85,110,80,60,40,50
540,160,130,90,100,75,55,35,50
555,140,130,80,80,65,55,25,35
570,130,120,70,75,65,50,25,35
585,130,120,70,75,70,45,30,35
600,120,105,75,75,60,40,20,30
615,120,95,65,75,45,40,25,35
630,110,95,60,70,35,30,25,20
645,0,80,60,70,40,25,15,20
660,0,0,55,65,35,25,25,20
675,0,0,55,60,30,30,15,15
690,0,0,0,0,0,0,15,35
705,0,0,0,0,0,0,0,0
