時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,20,0,15,5,5,5,0,15
15,90,0,50,30,5,5,0,15
30,150,0,90,80,25,5,0,15
45,160,0,90,120,75,40,0,15
60,170,0,120,110,90,75,15,15
75,175,0,120,100,95,80,20,45
90,165,0,110,90,95,80,20,45
105,160,0,120,100,100,80,25,45
120,155,0,120,115,115,75,25,50
135,140,0,125,115,120,65,30,50
150,140,0,130,110,120,50,35,50
165,130,0,125,110,105,50,45,45
180,120,0,105,110,90,40,45,45
195,100,0,85,100,80,50,40,30
210,120,0,90,110,80,60,25,40
225,125,0,110,120,85,65,25,35
240,130,0,110,115,85,65,30,35
255,125,0,110,110,85,65,35,35
270,125,0,115,120,100,60,20,35
285,130,0,115,120,100,65,25,35
300,125,0,110,120,110,65,25,40
315,130,0,110,120,90,70,30,30
330,135,0,115,120,90,70,30,40
345,135,0,125,125,100,75,30,55
360,140,0,125,115,120,75,30,50
375,140,0,125,120,120,80,20,35
390,135,0,135,115,120,80,25,35
405,135,0,130,110,110,95,20,35
420,135,0,130,115,100,95,30,55
435,140,0,135,0,100,90,20,35
450,140,0,135,0,100,90,20,35
465,140,0,140,0,105,90,25,35
480,140,0,145,0,105,90,30,35
495,140,0,145,0,105,90,25,40
510,135,0,140,0,105,100,30,45
525,125,0,145,0,105,100,20,35
540,125,0,140,0,105,100,15,35
555,120,0,140,0,105,95,15,30
570,115,0,145,0,90,80,25,20
585,110,0,0,0,90,60,25,20
600,100,0,0,0,90,65,15,20
615,95,0,0,0,80,65,20,15
630,0,0,0,40,65,65,30,20
645,0,0,0,0,40,45,30,20
660,0,0,0,0,0,55,25,20
675,0,0,0,0,0,0,25,20
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,20
