時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,135,0,20,50,5,5,0,5
15,155,0,80,75,15,0,0,15
30,165,0,100,85,80,0,0,30
45,160,0,100,80,105,30,0,35
60,160,0,90,90,105,50,5,45
75,150,0,80,80,105,50,15,50
90,140,0,75,75,70,45,15,35
105,135,0,75,80,65,45,20,35
120,110,0,70,90,60,40,30,35
135,100,0,75,90,55,55,30,20
150,105,0,75,90,50,55,30,40
165,105,0,75,80,40,55,35,30
180,100,0,75,65,40,45,25,30
195,90,0,80,70,50,45,20,30
210,90,0,80,70,55,45,20,15
225,110,0,80,75,55,45,25,30
240,105,0,65,85,60,45,30,30
255,105,0,60,80,70,45,35,30
270,105,0,60,70,65,45,20,35
285,105,0,70,60,70,45,20,20
300,95,0,70,55,65,50,25,35
315,100,0,70,65,55,50,25,35
330,100,0,65,75,45,50,20,50
345,105,0,60,75,45,60,30,55
360,105,0,65,60,55,55,35,50
375,105,0,65,50,55,50,25,45
390,100,0,65,55,60,50,15,30
405,100,0,65,55,55,55,30,50
420,95,0,70,60,50,55,30,35
435,100,0,70,70,50,55,30,30
450,100,0,70,55,50,55,20,45
465,95,0,70,60,50,55,25,45
480,105,0,70,65,55,45,30,35
495,105,0,65,60,55,45,30,45
510,100,0,65,55,60,45,30,45
525,95,0,65,55,50,45,25,35
540,85,0,65,50,45,45,15,35
555,85,0,80,40,45,45,15,40
570,85,0,70,40,40,35,25,30
585,85,0,70,40,40,35,15,15
600,75,0,55,30,30,30,15,15
615,75,0,50,25,25,20,25,15
630,65,0,50,25,10,20,25,15
645,55,0,60,25,5,20,25,20
660,60,0,55,45,25,15,25,20
675,0,0,0,35,35,40,25,20
690,0,0,0,30,20,30,0,20
705,0,0,0,20,0,20,0,20
