時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,0,40,30,0,5,0,15
15,160,0,80,80,10,5,0,15
30,165,0,110,105,60,50,0,15
45,180,0,110,105,80,80,0,20
60,175,0,110,105,75,90,5,50
75,175,0,100,100,70,90,15,35
90,165,0,100,95,80,80,20,50
105,155,0,85,95,80,80,20,50
120,140,0,85,90,80,75,25,35
135,135,0,85,85,80,75,35,20
150,120,0,85,85,80,70,30,35
165,120,0,85,85,80,65,40,30
180,125,0,95,90,75,65,40,30
195,125,0,90,95,65,55,25,30
210,135,0,75,100,70,55,30,35
225,135,0,75,95,70,60,30,35
240,120,0,75,80,70,55,40,50
255,115,0,85,80,75,55,40,80
270,125,0,85,80,80,55,20,80
285,125,0,80,70,80,60,40,30
300,115,0,75,80,80,70,40,35
315,110,0,75,85,85,70,45,30
330,120,0,85,95,80,65,30,50
345,120,0,90,95,80,65,35,65
360,130,0,95,85,80,70,35,50
375,130,0,90,80,75,70,40,35
390,130,0,90,75,70,65,40,30
405,130,0,95,75,65,65,50,40
420,125,0,95,75,65,65,30,45
435,120,0,95,80,70,70,30,45
450,120,0,95,85,70,70,35,45
465,115,0,90,85,70,70,40,35
480,120,0,90,80,75,65,40,35
495,120,0,95,75,75,60,30,35
510,120,0,90,75,65,55,30,45
525,120,0,85,70,60,65,20,45
540,120,0,85,80,65,65,25,45
555,105,0,85,70,65,70,20,45
570,100,0,80,65,70,65,25,30
585,100,0,70,55,70,60,25,20
600,90,0,70,40,55,40,20,20
615,90,0,65,35,30,35,20,20
630,80,0,65,30,20,25,20,15
645,80,0,0,50,15,20,25,15
660,0,0,0,55,45,50,15,30
675,0,0,0,40,0,45,15,15
690,0,0,0,0,0,0,0,15
705,0,0,0,0,0,0,0,20
